term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1199.7861467378707 1.1163633306259988 
character 	 1444.5846254505695 1.3560067964848808 
motivation 	 8628.890889548189 0.59266383415492 
interaction 	 8312.407872739486 0.59266383415492 
john 	 441.0377061855041 1.6911015330122263 
donne 	 2679.8061310344133 1.432905232396955 
poems 	 406.9957738761624 1.8265110869381547 
refer 	 9401.892618226124 0.59266383415492 
elizabethan 	 11754.277115496054 0.59266383415492 
idea 	 2375.0677557885692 1.1163633306259988 
attuned 	 14216.350312041908 0.59266383415492 
heavenly 	 12353.863837877336 0.59266383415492 
spheres 	 11264.379092390696 0.59266383415492 
attitude 	 1631.4041362461066 1.2549818256992191 
women 	 919.0035518460362 1.432905232396955 
contends 	 7773.205714032686 0.59266383415492 
chaucer's 	 729.2703092530705 1.7669063471722941 
ambivalent 	 12353.863837877336 0.59266383415492 
franklins 	 16078.836786206482 0.59266383415492 
discussion 	 284.84630014493274 1.7099660289025538 
ideas 	 1092.3689828756371 1.3560067964848808 
expressed 	 2375.0677557885692 1.1163633306259988 
franklin 	 4593.408931353665 0.9143705039540525 
knight's 	 16078.836786206482 0.59266383415492 
merchant's 	 14216.350312041908 0.59266383415492 
analyzes 	 482.0144896252882 1.5824740220231324 
significance 	 1612.4803496437282 1.2549818256992191 
garden 	 2098.275472742552 1.3560067964848808 
medieval 	 1725.7781779096376 1.3560067964848808 
ideal 	 7898.2049960436425 0.59266383415492 
religious 	 708.4778172146055 1.5824740220231324 
views 	 956.1655435805909 1.3560067964848808 
wycliffe 	 16078.836786206482 0.59266383415492 
undercurrent 	 16078.836786206482 0.59266383415492 
reform 	 5461.844914378185 0.59266383415492 
lameness 	 14216.350312041908 0.59266383415492 
pilgrims 	 16078.836786206482 0.59266383415492 
study 	 543.3345333778732 1.432905232396955 
concerning 	 5262.716793201134 0.59266383415492 
attitudes 	 2201.168685520952 1.1163633306259988 
regards 	 8802.305895844842 0.59266383415492 
notably 	 9891.79064133148 0.59266383415492 
characterization 	 4593.408931353665 0.9143705039540525 
pardoner 	 14216.350312041908 0.59266383415492 
friar 	 8039.418393103241 0.9143705039540525 
thoroughly 	 12353.863837877336 0.59266383415492 
corrupt 	 5425.088107847427 0.9143705039540525 
figures 	 1757.7282227582064 1.2549818256992191 
monastic 	 16078.836786206482 0.59266383415492 
depicted 	 3211.897396065753 1.1163633306259988 
characters 	 1497.9482902550467 1.432905232396955 
especially 	 1165.7825177049633 1.2549818256992191 
prioress 	 16078.836786206482 0.59266383415492 
pliers 	 14216.350312041908 0.59266383415492 
ploughman 	 7108.175156020954 0.9143705039540525 
triolus 	 14216.350312041908 0.59266383415492 
criseyde 	 3554.087578010477 1.2549818256992191 
langband 	 14216.350312041908 0.59266383415492 
monk's 	 7108.175156020954 0.9143705039540525 
major 	 1199.7861467378707 1.1163633306259988 
influences 	 1260.9285550043364 1.3560067964848808 
renaissance 	 8628.890889548189 0.59266383415492 
monk 	 6563.432783277635 0.9143705039540525 
hedonism 	 16078.836786206482 0.59266383415492 
asceticism 	 16078.836786206482 0.59266383415492 
hypocrisy 	 11754.277115496054 0.59266383415492 
malory's 	 16078.836786206482 0.59266383415492 
interpretations 	 4314.4454447740945 0.9143705039540525 
courtly 	 14216.350312041908 0.59266383415492 
love 	 867.4774277100336 1.5422289805622864 
romanticism 	 3497.1257879042537 1.1163633306259988 
morte 	 16078.836786206482 0.59266383415492 
arthur 	 10174.894346904059 0.59266383415492 
sir 	 7539.4061440615515 0.59266383415492 
gawain 	 13126.86556655527 0.59266383415492 
green 	 7222.923127252848 0.59266383415492 
knight 	 6176.931918938668 0.9143705039540525 
troilus 	 4375.621855518423 1.1163633306259988 
satire 	 5425.088107847427 0.9143705039540525 
ridicule 	 11754.277115496054 0.59266383415492 
clergy 	 11754.277115496054 0.59266383415492 
medical 	 5122.493674431813 0.59266383415492 
profession 	 7539.4061440615515 0.59266383415492 
england 	 7030.912891032825 0.59266383415492 
anachronism 	 16078.836786206482 0.59266383415492 
marriage 	 2934.101965281614 1.1163633306259988 
wife 	 2876.2969631827295 1.1163633306259988 
bath's 	 14216.350312041908 0.59266383415492 
battle 	 7898.2049960436425 0.59266383415492 
sexes 	 13126.86556655527 0.59266383415492 
baths 	 14216.350312041908 0.59266383415492 
imagery 	 581.8700377253812 1.7548754551108392 
friar's 	 16078.836786206482 0.59266383415492 
suggest 	 10174.894346904059 0.59266383415492 
chaucers 	 16078.836786206482 0.59266383415492 
clerks 	 6563.432783277635 0.9143705039540525 
account 	 5168.426416868252 0.59266383415492 
severe 	 8312.407872739486 0.59266383415492 
testing 	 7773.205714032686 0.59266383415492 
human 	 828.2865720034001 1.3560067964848808 
nun's 	 16078.836786206482 0.59266383415492 
priest's 	 16078.836786206482 0.59266383415492 
humorous 	 12353.863837877336 0.59266383415492 
effect 	 2118.9910844037163 0.9143705039540525 
mock 	 14216.350312041908 0.59266383415492 
heroic 	 7108.175156020954 0.9143705039540525 
epic 	 1959.0461859160089 1.432905232396955 
contrast 	 1370.3426335509785 1.3560067964848808 
simplicity 	 6176.931918938668 0.9143705039540525 
ornateness 	 16078.836786206482 0.59266383415492 
relationship 	 494.76966152446306 1.5422289805622864 
sexuality 	 5877.138557748027 0.9143705039540525 
daniel 	 10174.894346904059 0.59266383415492 
defoe's 	 14216.350312041908 0.59266383415492 
moll 	 6563.432783277635 0.9143705039540525 
flanders 	 6563.432783277635 0.9143705039540525 
observes 	 1043.3080119286242 1.2549818256992191 
aim 	 8987.689741530281 0.59266383415492 
economic 	 4017.8708607362205 0.59266383415492 
freedom 	 1722.8088056227507 1.1163633306259988 
novel 	 8029.304167166907 0.59266383415492 
replete 	 16078.836786206482 0.59266383415492 
references 	 10174.894346904059 0.59266383415492 
trojan 	 13126.86556655527 0.59266383415492 
war 	 1480.7187669523698 1.1163633306259988 
romantic 	 1204.4615235246574 1.5422289805622864 
reflecting 	 8167.129249186255 0.59266383415492 
trends 	 6603.5060565628555 0.59266383415492 
era 	 6449.921398574913 0.59266383415492 
english 	 5972.492075337878 0.59266383415492 
language 	 1930.4257846134271 1.1163633306259988 
coming 	 8167.129249186255 0.59266383415492 
vehicle 	 7222.923127252848 0.59266383415492 
victorian 	 3497.1257879042537 1.1163633306259988 
characteristics 	 6449.921398574913 0.59266383415492 
matthew 	 5877.138557748027 0.9143705039540525 
arnold's 	 8039.418393103241 0.9143705039540525 
dover 	 16078.836786206482 0.59266383415492 
beach 	 8987.689741530281 0.59266383415492 
appearing 	 12353.863837877336 0.59266383415492 
antithetical 	 13126.86556655527 0.59266383415492 
age 	 1738.3860098450148 1.1163633306259988 
beowulf 	 3088.465959469334 1.2549818256992191 
passage 	 2934.101965281614 1.1163633306259988 
introduces 	 10850.176215694853 0.59266383415492 
scene 	 7773.205714032686 0.59266383415492 
boewulf 	 7108.175156020954 0.9143705039540525 
slays 	 16078.836786206482 0.59266383415492 
grendel 	 7108.175156020954 0.9143705039540525 
sound 	 7125.203267365708 0.59266383415492 
waves 	 10491.377363712762 0.59266383415492 
mishima's 	 14216.350312041908 0.59266383415492 
physical 	 5077.332947515696 0.59266383415492 
strength 	 8628.890889548189 0.59266383415492 
percy 	 11754.277115496054 0.59266383415492 
shelley 	 6176.931918938668 0.9143705039540525 
theory 	 1303.789507383761 1.2549818256992191 
perfectibility 	 16078.836786206482 0.59266383415492 
theme 	 453.7294027325697 1.7669063471722941 
personalized 	 12353.863837877336 0.59266383415492 
form 	 2070.7164300085005 0.9143705039540525 
expression 	 3662.1656942713794 0.9143705039540525 
gray 	 5425.088107847427 0.9143705039540525 
burns 	 5425.088107847427 0.9143705039540525 
blake 	 2843.2700624083814 1.3560067964848808 
poets 	 1312.6865566555268 1.6162146011208054 
exemplifying 	 11754.277115496054 0.59266383415492 
transition 	 8029.304167166907 0.59266383415492 
neoclassical 	 6176.931918938668 0.9143705039540525 
masochistic 	 16078.836786206482 0.59266383415492 
nature 	 303.3581511893836 1.7266590213254285 
lionel 	 14216.350312041908 0.59266383415492 
johnson 	 2876.2969631827295 1.1163633306259988 
yeat's 	 16078.836786206482 0.59266383415492 
influence 	 1156.2539891491165 1.2549818256992191 
robinson 	 5632.189546195348 0.9143705039540525 
frustration 	 10174.894346904059 0.59266383415492 
discuses 	 14216.350312041908 0.59266383415492 
american 	 1489.5907893824933 0.9143705039540525 
poet's 	 2369.391718673651 1.432905232396955 
critical 	 526.2716793201134 1.6162146011208054 
water 	 3117.4233215280606 0.9143705039540525 
tennyson's 	 2369.391718673651 1.432905232396955 
memoriam 	 16078.836786206482 0.59266383415492 
ahh 	 16078.836786206482 0.59266383415492 
repeated 	 9401.892618226124 0.59266383415492 
image 	 1620.7527306656345 1.1163633306259988 
illustrate 	 10850.176215694853 0.59266383415492 
periods 	 8029.304167166907 0.59266383415492 
doubt 	 5087.447173452029 0.9143705039540525 
aith 	 16078.836786206482 0.59266383415492 
despair 	 7108.175156020954 0.9143705039540525 
hope 	 7125.203267365708 0.59266383415492 
seventeen 	 16078.836786206482 0.59266383415492 
preoccupation 	 5632.189546195348 0.9143705039540525 
emily 	 2350.8554230992104 1.3560067964848808 
dickinson 	 2470.772767575467 1.3560067964848808 
particular 	 5077.332947515696 0.59266383415492 
fascination 	 12353.863837877336 0.59266383415492 
held 	 5077.332947515696 0.59266383415492 
deep 	 9891.79064133148 0.59266383415492 
reflection 	 1693.1985061454855 1.3560067964848808 
constant 	 9891.79064133148 0.59266383415492 
lifes 	 16078.836786206482 0.59266383415492 
companion 	 12353.863837877336 0.59266383415492 
marianne 	 14216.350312041908 0.59266383415492 
moore 	 10850.176215694853 0.59266383415492 
contemporary 	 2810.7578225916136 0.9143705039540525 
poet 	 866.4906994146689 1.6911015330122263 
rhythm 	 10850.176215694853 0.59266383415492 
rhyme 	 8039.418393103241 0.9143705039540525 
robert 	 409.5350128865395 1.7099660289025538 
frost 	 1458.540618506141 1.5824740220231324 
exemplified 	 5245.688681856381 0.9143705039540525 
spencer 	 12353.863837877336 0.59266383415492 
milton 	 2712.5440539237134 1.2549818256992191 
styles 	 2676.434722388969 1.1163633306259988 
sonnets 	 13126.86556655527 0.59266383415492 
bertolt 	 14216.350312041908 0.59266383415492 
brecht 	 11754.277115496054 0.59266383415492 
german 	 6449.921398574913 0.59266383415492 
bitterness 	 14216.350312041908 0.59266383415492 
cynicism 	 14216.350312041908 0.59266383415492 
germany 	 6100.468642972006 0.59266383415492 
reflected 	 4700.946309113062 0.9143705039540525 
eliot 	 1205.575135077206 1.5824740220231324 
content 	 2783.615485310526 0.9143705039540525 
technique 	 1805.730781813212 1.2549818256992191 
incorporating 	 10174.894346904059 0.59266383415492 
images 	 1280.6234186079532 1.2549818256992191 
modern 	 4513.8138807668765 0.59266383415492 
sililoquy 	 16078.836786206482 0.59266383415492 
spanish 	 2513.1353813538503 1.1163633306259988 
cloister 	 8039.418393103241 0.9143705039540525 
browning 	 7108.175156020954 0.9143705039540525 
mechanics 	 5425.088107847427 0.9143705039540525 
structure 	 2350.8963041768225 0.9143705039540525 
fears 	 13126.86556655527 0.59266383415492 
cease 	 13126.86556655527 0.59266383415492 
keats 	 1235.3863837877334 1.6162146011208054 
sonnet 	 16078.836786206482 0.59266383415492 
piers 	 5359.612262068827 1.1163633306259988 
plowman 	 8039.418393103241 0.9143705039540525 
langland 	 5359.612262068827 1.1163633306259988 
social 	 689.7292086644516 1.3560067964848808 
injustice 	 5425.088107847427 0.9143705039540525 
christian 	 2201.168685520952 1.1163633306259988 
society 	 815.7883342763228 1.3560067964848808 
odyssey 	 1679.1824450708648 1.4933979587063433 
desire 	 3886.602857016343 0.9143705039540525 
compared 	 1892.306556632326 1.1163633306259988 
sailors 	 11264.379092390696 0.59266383415492 
odysseys 	 13126.86556655527 0.59266383415492 
song 	 2408.923047049315 1.2549818256992191 
alfred 	 4493.8448707651405 0.9143705039540525 
prufrock 	 4375.621855518423 1.1163633306259988 
substance 	 9186.81786270733 0.59266383415492 
paradise 	 1875.2665095078955 1.4933979587063433 
lost 	 1171.8188151721376 1.432905232396955 
samson 	 14216.350312041908 0.59266383415492 
agonistes 	 13126.86556655527 0.59266383415492 
similarities 	 7222.923127252848 0.59266383415492 
differences 	 1786.8122176960917 1.1163633306259988 
husband 	 9891.79064133148 0.59266383415492 
relations 	 4780.827717902955 0.59266383415492 
divisions 	 9891.79064133148 0.59266383415492 
labor 	 5791.277353840282 0.59266383415492 
butler 	 2712.5440539237134 1.2549818256992191 
yeats 	 1236.83359893896 1.6911015330122263 
break 	 7773.205714032686 0.59266383415492 
traditional 	 5676.919669896978 0.59266383415492 
ode 	 4019.7091965516206 1.2549818256992191 
nightingale 	 13126.86556655527 0.59266383415492 
stopping 	 6176.931918938668 0.9143705039540525 
woods 	 4817.84609409863 0.9143705039540525 
snowy 	 16078.836786206482 0.59266383415492 
evening 	 5087.447173452029 0.9143705039540525 
politics 	 5676.919669896978 0.59266383415492 
wordsworth 	 4738.783437347302 1.1163633306259988 
underlying 	 7898.2049960436425 0.59266383415492 
rid 	 13126.86556655527 0.59266383415492 
oppressive 	 12353.863837877336 0.59266383415492 
tyranny 	 11754.277115496054 0.59266383415492 
revolutionize 	 14216.350312041908 0.59266383415492 
time 	 2562.050091425007 0.59266383415492 
role 	 880.7364270018347 1.2549818256992191 
narrator 	 6176.931918938668 0.9143705039540525 
duchess 	 7108.175156020954 0.9143705039540525 
boccaccio's 	 16078.836786206482 0.59266383415492 
teseida 	 8039.418393103241 0.9143705039540525 
knights 	 13126.86556655527 0.59266383415492 
analyzing 	 8312.407872739486 0.59266383415492 
originality 	 4117.954612625778 1.1163633306259988 
secondary 	 9186.81786270733 0.59266383415492 
criticisms 	 5877.138557748027 0.9143705039540525 
prisoner 	 12353.863837877336 0.59266383415492 
chillon 	 16078.836786206482 0.59266383415492 
byron 	 12353.863837877336 0.59266383415492 
byron's 	 8039.418393103241 0.9143705039540525 
fixed 	 8312.407872739486 0.59266383415492 
chronological 	 14216.350312041908 0.59266383415492 
progression 	 12353.863837877336 0.59266383415492 
various 	 820.7188558512274 1.2549818256992191 
stages 	 9635.69218819726 0.59266383415492 
prisoners 	 9635.69218819726 0.59266383415492 
decline 	 8029.304167166907 0.59266383415492 
destruction 	 4232.996265363714 0.9143705039540525 
satan 	 3554.087578010477 1.2549818256992191 
proud 	 13126.86556655527 0.59266383415492 
majestic 	 16078.836786206482 0.59266383415492 
figure 	 7539.4061440615515 0.59266383415492 
actions 	 5791.277353840282 0.59266383415492 
commander 	 8987.689741530281 0.59266383415492 
chief 	 5850.334676193632 0.59266383415492 
lamia 	 16078.836786206482 0.59266383415492 
allegorical 	 16078.836786206482 0.59266383415492 
dealing 	 2705.331207245965 0.9143705039540525 
conflict 	 2810.7578225916136 0.9143705039540525 
imagination 	 10850.176215694853 0.59266383415492 
reality 	 6939.8194216802685 0.59266383415492 
portrait 	 4700.946309113062 0.9143705039540525 
une 	 16078.836786206482 0.59266383415492 
femme 	 16078.836786206482 0.59266383415492 
lady 	 9891.79064133148 0.59266383415492 
pound 	 3088.465959469334 1.2549818256992191 
archetypal 	 13126.86556655527 0.59266383415492 
interpretation 	 2375.0677557885692 1.1163633306259988 
shelley's 	 3281.7163916388176 1.2549818256992191 
alabastor 	 16078.836786206482 0.59266383415492 
suggestive 	 14216.350312041908 0.59266383415492 
elements 	 2955.3596199340564 0.9143705039540525 
meaning 	 3262.8082724922133 0.9143705039540525 
difficulties 	 7539.4061440615515 0.59266383415492 
philosophical 	 3826.8819140024275 0.9143705039540525 
approach 	 1820.614971459395 1.1163633306259988 
collected 	 8987.689741530281 0.59266383415492 
keith 	 16078.836786206482 0.59266383415492 
douglas 	 9401.892618226124 0.59266383415492 
douglas' 	 14216.350312041908 0.59266383415492 
considered 	 2783.615485310526 0.9143705039540525 
view 	 881.4063235371264 1.3560067964848808 
regard 	 6304.642775021682 0.59266383415492 
embodying 	 14216.350312041908 0.59266383415492 
worksworth 	 14216.350312041908 0.59266383415492 
descriptive 	 14216.350312041908 0.59266383415492 
realism 	 11264.379092390696 0.59266383415492 
beliefs 	 2513.1353813538503 1.1163633306259988 
responsibility 	 2431.1290959984517 0.9143705039540525 
destinies 	 14216.350312041908 0.59266383415492 
elizabeth 	 3754.7930307968986 1.1163633306259988 
bishop 	 13126.86556655527 0.59266383415492 
value 	 5077.332947515696 0.59266383415492 
objectives 	 6376.30035493145 0.59266383415492 
manner 	 6603.5060565628555 0.59266383415492 
conveys 	 16078.836786206482 0.59266383415492 
relating 	 8465.992530727428 0.59266383415492 
analytical 	 9635.69218819726 0.59266383415492 
perspective 	 5910.719239868113 0.59266383415492 
wordsworth's 	 8039.418393103241 0.9143705039540525 
preface 	 5877.138557748027 0.9143705039540525 
lyrical 	 16078.836786206482 0.59266383415492 
ballads 	 16078.836786206482 0.59266383415492 
defense 	 5567.230970621052 0.59266383415492 
attempt 	 5567.230970621052 0.59266383415492 
verbally 	 14216.350312041908 0.59266383415492 
overthrow 	 10491.377363712762 0.59266383415492 
theories 	 5514.021311076217 0.59266383415492 
neo 	 11264.379092390696 0.59266383415492 
classical 	 2513.1353813538503 1.1163633306259988 
explanation 	 3515.4564455164127 0.9143705039540525 
universal 	 4593.408931353665 0.9143705039540525 
qualities 	 3297.263547110493 1.1163633306259988 
conceit 	 16078.836786206482 0.59266383415492 
taylor 	 9186.81786270733 0.59266383415492 
line 	 2186.180084445774 0.9143705039540525 
isabella 	 16078.836786206482 0.59266383415492 
leading 	 1035.3582150042503 1.2549818256992191 
chivalry 	 14216.350312041908 0.59266383415492 
sidney 	 11754.277115496054 0.59266383415492 
lanier 	 16078.836786206482 0.59266383415492 
marshes 	 16078.836786206482 0.59266383415492 
glynn 	 16078.836786206482 0.59266383415492 
combining 	 11264.379092390696 0.59266383415492 
musical 	 9891.79064133148 0.59266383415492 
complexity 	 4700.946309113062 0.9143705039540525 
symphony 	 14216.350312041908 0.59266383415492 
chattahoochee 	 16078.836786206482 0.59266383415492 
mental 	 7222.923127252848 0.59266383415492 
traveler 	 12353.863837877336 0.59266383415492 
donne's 	 4019.7091965516206 1.2549818256992191 
valediction 	 8039.418393103241 0.9143705039540525 
forbidding 	 6563.432783277635 0.9143705039540525 
mourning 	 8039.418393103241 0.9143705039540525 
careful 	 11264.379092390696 0.59266383415492 
mixture 	 11754.277115496054 0.59266383415492 
rational 	 10491.377363712762 0.59266383415492 
arguments 	 7653.763828004855 0.59266383415492 
logic 	 10491.377363712762 0.59266383415492 
dramatic 	 4401.152947922421 0.9143705039540525 
sexual 	 7429.717444785625 0.59266383415492 
overtones 	 12353.863837877336 0.59266383415492 
snow 	 6176.931918938668 0.9143705039540525 
cosmic 	 13126.86556655527 0.59266383415492 
serenity 	 16078.836786206482 0.59266383415492 
aesthetics 	 13126.86556655527 0.59266383415492 
anne 	 4945.89532066574 0.9143705039540525 
sexton 	 7108.175156020954 0.9143705039540525 
claims 	 6683.7209685460475 0.59266383415492 
restricted 	 10850.176215694853 0.59266383415492 
frustrated 	 13126.86556655527 0.59266383415492 
repression 	 9891.79064133148 0.59266383415492 
abortion 	 10491.377363712762 0.59266383415492 
reviews 	 1911.1633934705178 1.1163633306259988 
controversial 	 7773.205714032686 0.59266383415492 
odes 	 8039.418393103241 0.9143705039540525 
similarity 	 8039.418393103241 0.9143705039540525 
larger 	 8628.890889548189 0.59266383415492 
method 	 5791.277353840282 0.59266383415492 
presentation 	 4156.203936369743 0.9143705039540525 
herrick 	 16078.836786206482 0.59266383415492 
considers 	 7324.331388542759 0.59266383415492 
light 	 5410.66241449193 0.59266383415492 
vergil 	 16078.836786206482 0.59266383415492 
homer 	 4375.621855518423 1.1163633306259988 
defends 	 14216.350312041908 0.59266383415492 
vergil's 	 14216.350312041908 0.59266383415492 
differentiates 	 16078.836786206482 0.59266383415492 
creative 	 8987.689741530281 0.59266383415492 
writer 	 8987.689741530281 0.59266383415492 
past 	 2312.507978298233 0.9143705039540525 
samuel 	 11264.379092390696 0.59266383415492 
kubla 	 16078.836786206482 0.59266383415492 
khan 	 16078.836786206482 0.59266383415492 
creating 	 7125.203267365708 0.59266383415492 
unamuno's 	 8039.418393103241 0.9143705039540525 
notes 	 2370.5097911991406 0.9143705039540525 
dictatorship 	 10174.894346904059 0.59266383415492 
wallace 	 11754.277115496054 0.59266383415492 
stevens 	 10850.176215694853 0.59266383415492 
williams 	 9186.81786270733 0.59266383415492 
comparative 	 2283.9043892516306 1.1163633306259988 
steven's 	 16078.836786206482 0.59266383415492 
william's 	 14216.350312041908 0.59266383415492 
widow's 	 16078.836786206482 0.59266383415492 
lament 	 16078.836786206482 0.59266383415492 
springtime 	 16078.836786206482 0.59266383415492 
selected 	 7030.912891032825 0.59266383415492 
drama 	 9401.892618226124 0.59266383415492 
