term 	 tf-idf weight 	 BM25 ranking 
 shared 	 116.27767787481321 1.9225255128460808 
form 	 351.41298551688726 1.6645977922948945 
therapy 	 329.7898963154917 1.8169500574331428 
therapist 	 1113.8538701803504 1.6645977922948945 
comfortable 	 955.8163130126828 1.6645977922948945 
shamanic 	 402.09997160967066 1.8741265159511225 
creates 	 839.348070794037 1.6645977922948945 
safe 	 693.005384746731 1.6645977922948945 
haven 	 1206.2999148290119 1.6645977922948945 
returning 	 920.669958012068 1.6645977922948945 
lessens 	 1364.3374719966796 1.6645977922948945 
possibility 	 718.3648295518622 1.6645977922948945 
leaving 	 718.3648295518622 1.6645977922948945 
integrating 	 920.669958012068 1.6645977922948945 
spirit 	 352.66635559817695 1.8169500574331428 
world 	 126.39624115340844 1.8169500574331428 
negotiate 	 920.669958012068 1.6645977922948945 
wary 	 1206.2999148290119 1.6645977922948945 
coming 	 693.005384746731 1.6645977922948945 
abusive 	 997.3856279617046 1.6645977922948945 
situation 	 442.52178293040197 1.6645977922948945 
changed 	 639.7411986773478 1.6645977922948945 
left 	 496.4184243290465 1.6645977922948945 
know 	 283.56687399116095 1.8169500574331428 
grown 	 955.8163130126828 1.6645977922948945 
finding 	 670.186356195739 1.6645977922948945 
power 	 164.23313081955928 1.8169500574331428 
animal 	 732.1872433260093 1.6645977922948945 
animals 	 839.348070794037 1.6645977922948945 
images 	 434.6589347861754 1.6645977922948945 
sense 	 182.4317180095621 1.8741265159511225 
meaning 	 553.7181139770931 1.6645977922948945 
involved 	 427.05823096516446 1.6645977922948945 
comes 	 659.5797926309834 1.6645977922948945 
integrative 	 1206.2999148290119 1.6645977922948945 
phase 	 732.1872433260093 1.6645977922948945 
returned 	 746.9020261453755 1.6645977922948945 
pieces 	 890.2248004936769 1.6645977922948945 
expect 	 920.669958012068 1.6645977922948945 
gifts 	 997.3856279617046 1.6645977922948945 
bring 	 182.4317180095621 1.8741265159511225 
energy 	 486.50381880678606 1.6645977922948945 
vitality 	 1113.8538701803504 1.6645977922948945 
disturbing 	 997.3856279617046 1.6645977922948945 
memories 	 1048.2623576613444 1.6645977922948945 
move 	 574.1496861583418 1.6645977922948945 
wholeness 	 1364.3374719966796 1.6645977922948945 
richard 	 639.7411986773478 1.6645977922948945 
psychotherapist 	 1206.2999148290119 1.6645977922948945 
practising 	 1113.8538701803504 1.6645977922948945 
conway 	 603.1499574145059 1.8169500574331428 
washington 	 240.85182075484016 1.8169500574331428 
svaha 	 1206.2999148290119 1.6645977922948945 
lodge 	 1048.2623576613444 1.6645977922948945 
community 	 351.41298551688726 1.6645977922948945 
pacific 	 693.005384746731 1.6645977922948945 
northwest 	 890.2248004936769 1.6645977922948945 
travels 	 890.2248004936769 1.6645977922948945 
canada 	 596.5940227597633 1.6645977922948945 
helping 	 681.3105136263695 1.6645977922948945 
develop 	 512.1487990280715 1.6645977922948945 
ritualistic 	 1206.2999148290119 1.6645977922948945 
communities 	 630.4337839267297 1.6645977922948945 
techniques 	 454.84910938002486 1.6645977922948945 
currently 	 481.7036415096803 1.6645977922948945 
mentoring 	 1048.2623576613444 1.6645977922948945 
vancouver 	 762.6324008444004 1.6645977922948945 
reached 	 612.8866665476924 1.6645977922948945 
writing 	 486.50381880678606 1.6645977922948945 
box 	 588.8644689777079 1.6645977922948945 
issue 	 323.66608434201277 1.6645977922948945 
oct96 	 1113.8538701803504 1.6645977922948945 
htm 	 74.79085275632747 1.8169500574331428 
vision's 	 381.3162004222002 1.8169500574331428 
library 	 298.29701137988167 1.8169500574331428 
http 	 50.01850732766959 1.8169500574331428 
www 	 49.57406232028465 1.8169500574331428 
com 	 55.02529999624082 1.8169500574331428 
village 	 567.1337479823219 1.6645977922948945 
index 	 99.1481246405693 1.6645977922948945 
html 	 89.59244044020407 1.6645977922948945 
top 	 212.97030234378497 1.6645977922948945 
page 	 111.91946291503436 1.6645977922948945 
