term 	 tf-idf weight 	 BM25 ranking 
 termpaper 	 1335.5267454011803 1.0632172006262433 
specific 	 1613.1382766130218 0.8614656498650214 
paper 	 858.1585579608789 1.20422993706831 
click 	 1839.982576968125 0.8614656498650214 
catalog 	 3921.5223716598252 0.5489604724752957 
button 	 3578.5656128742867 0.5489604724752957 
title 	 1728.233513632102 0.8614656498650214 
description 	 3654.2911765552976 0.5489604724752957 
written 	 1097.8309550265174 1.0632172006262433 
pgs 	 21.15935110752252 1.9722702003196608 
pages 	 3480.491252810721 0.5489604724752957 
footnotes 	 3977.958008214234 0.5489604724752957 
sources 	 3480.491252810721 0.5489604724752957 
price 	 3432.6342318435154 0.5489604724752957 
impact 	 2801.164843896506 0.8614656498650214 
journalism 	 10465.597626019478 0.5489604724752957 
discusses 	 288.2485008386104 1.6823637654686654 
critics 	 2093.119525203896 1.3083440388842307 
role 	 435.7247079622028 1.5459601640150067 
breaking 	 11326.054704722756 0.5489604724752957 
play 	 212.5685514054041 1.8595631572072153 
psychological 	 6864.514968280603 0.5489604724752957 
aspects 	 1130.3537659858168 1.3083440388842307 
don 	 1515.189404808094 1.388366715111001 
juan 	 2616.824923888999 1.3083440388842307 
burlador 	 17897.953415535387 0.5489604724752957 
seville 	 17897.953415535387 0.5489604724752957 
tirso 	 15824.750198480591 0.5489604724752957 
molino 	 17897.953415535387 0.5489604724752957 
deals 	 6512.22590863236 0.5489604724752957 
impulsive 	 17897.953415535387 0.5489604724752957 
animal 	 9605.140547316201 0.5489604724752957 
nature 	 562.7988030067277 1.5459601640150067 
pleasure 	 10725.84865459546 0.5489604724752957 
seeking 	 7826.371588045843 0.5489604724752957 
eventually 	 9605.140547316201 0.5489604724752957 
trampled 	 17897.953415535387 0.5489604724752957 
selfish 	 15824.750198480591 0.5489604724752957 
desire 	 865.2645437540665 1.5818718047539961 
theme 	 649.3668877748974 1.6823637654686654 
adjustment 	 5505.460701195098 0.8614656498650214 
plays 	 408.25730266827816 1.8015820439341907 
tennessee 	 1341.970684412327 1.5459601640150067 
williams 	 1022.6189887367931 1.5818718047539961 
poetic 	 6875.773490712897 0.8614656498650214 
method 	 2148.828999545501 1.0632172006262433 
bringing 	 9605.140547316201 0.5489604724752957 
realism 	 6269.400421537137 0.8614656498650214 
stage 	 2045.2379774735862 1.3083440388842307 
glass 	 1618.0078149603935 1.4517927709297036 
menagerie 	 2556.850487933627 1.4517927709297036 
street 	 6382.161938820602 0.5489604724752957 
car 	 7724.972046983879 0.5489604724752957 
named 	 1818.2272857697128 1.3083440388842307 
aristotle's 	 4361.374873148331 1.0632172006262433 
definition 	 6319.191191909885 0.5489604724752957 
tragedy 	 601.5405816098782 1.7308745121588172 
focusing 	 1215.9566906516677 1.3083440388842307 
applies 	 9252.851487667958 0.5489604724752957 
euripides' 	 17897.953415535387 0.5489604724752957 
bacchae 	 17897.953415535387 0.5489604724752957 
philosophical 	 8519.6902156913 0.5489604724752957 
implications 	 6718.583587249833 0.5489604724752957 
seen 	 627.9743144365648 1.5459601640150067 
greek 	 757.594702404047 1.6389804668064316 
writings 	 8791.786804304627 0.5489604724752957 
technique 	 4020.052674658219 0.8614656498650214 
pirandello 	 14612.004060129071 0.5489604724752957 
moliere 	 2435.334010021512 1.388366715111001 
compares 	 930.31798694748 1.4517927709297036 
rehearsed 	 17897.953415535387 0.5489604724752957 
performances 	 13751.546981425794 0.5489604724752957 
improvisational 	 17897.953415535387 0.5489604724752957 
techniques 	 1491.7255330654104 1.20422993706831 
janie 	 17897.953415535387 0.5489604724752957 
bullins 	 17897.953415535387 0.5489604724752957 
dramatic 	 653.2116842692451 1.7003670382469978 
criticisms 	 6542.062309722496 0.8614656498650214 
miller's 	 2435.334010021512 1.388366715111001 
death 	 300.68672729319644 1.7439114851922675 
salesman 	 783.6750526921421 1.7164389660932093 
ibsen's 	 2260.6785997829415 1.4517927709297036 
enemy 	 3271.031154861248 1.20422993706831 
people 	 584.1183347694142 1.388366715111001 
lahr's 	 17897.953415535387 0.5489604724752957 
fourth 	 8519.6902156913 0.5489604724752957 
wall 	 10004.532942656147 0.5489604724752957 
wilde's 	 5274.916732826864 1.0632172006262433 
importance 	 1419.5395877633023 1.3083440388842307 
ernest 	 13751.546981425794 0.5489604724752957 
examined 	 7531.937330261404 0.5489604724752957 
time 	 1425.9567963253062 0.8614656498650214 
neill's 	 8948.976707767693 0.8614656498650214 
days' 	 14612.004060129071 0.5489604724752957 
journey 	 2681.462163648865 1.20422993706831 
night 	 2010.0263373291095 1.20422993706831 
portrays 	 12538.800843074274 0.5489604724752957 
characters 	 434.97969315896296 1.793844414754286 
timeless 	 8948.976707767693 0.8614656498650214 
capsules 	 17897.953415535387 0.5489604724752957 
doctor's 	 14612.004060129071 0.5489604724752957 
dilemma 	 10725.84865459546 0.5489604724752957 
shaw 	 1250.1406346750723 1.6125190631946023 
investigation 	 6079.783453258337 0.5489604724752957 
characterization 	 1278.2737359209912 1.5033002758473852 
relations 	 2660.8588954685033 0.8614656498650214 
games 	 5232.798813009739 0.8614656498650214 
afraid 	 4361.374873148331 1.0632172006262433 
virginia 	 3334.844314218716 1.0632172006262433 
woolf 	 3271.031154861248 1.20422993706831 
depict 	 6542.062309722496 0.8614656498650214 
heartbreak 	 17897.953415535387 0.5489604724752957 
house 	 412.82277554879596 1.6620587621312355 
summary 	 1534.465737014232 1.20422993706831 
review 	 807.0958023481093 1.3083440388842307 
antigone 	 913.250253758067 1.7164389660932093 
ismere 	 17897.953415535387 0.5489604724752957 
parallels 	 6542.062309722496 0.8614656498650214 
sisters 	 6542.062309722496 0.8614656498650214 
seemingly 	 13084.124619444992 0.5489604724752957 
opposed 	 8040.105349316438 0.5489604724752957 
attitudes 	 3675.304543204224 0.8614656498650214 
concerning 	 5858.126508546555 0.5489604724752957 
burial 	 14612.004060129071 0.5489604724752957 
brother 	 13084.124619444992 0.5489604724752957 
brook 	 15824.750198480591 0.5489604724752957 
grotowski 	 17897.953415535387 0.5489604724752957 
describes 	 6022.810302100991 0.5489604724752957 
men's 	 12077.736159710945 0.5489604724752957 
views 	 1330.4294477342517 1.20422993706831 
directing 	 12538.800843074274 0.5489604724752957 
essential 	 7350.609086408448 0.5489604724752957 
elements 	 1096.5737034143112 1.388366715111001 
study 	 403.203967084287 1.5459601640150067 
otho 	 17897.953415535387 0.5489604724752957 
keats 	 4583.848993808598 1.0632172006262433 
foscari 	 17897.953415535387 0.5489604724752957 
byron 	 13751.546981425794 0.5489604724752957 
examines 	 121.41152230919822 1.8516830203215495 
relation 	 6022.810302100991 0.5489604724752957 
romantic 	 5362.92432729773 0.8614656498650214 
era 	 3589.8241353065805 0.8614656498650214 
style 	 1837.652271602112 1.20422993706831 
honor 	 12538.800843074274 0.5489604724752957 
life 	 336.89649269099147 1.6125190631946023 
women 	 383.616434253558 1.7164389660932093 
isben 	 8948.976707767693 0.8614656498650214 
focuses 	 497.24184435513683 1.6389804668064316 
nora 	 2260.6785997829415 1.4517927709297036 
doll's 	 1318.729183206716 1.6389804668064316 
hedda 	 3164.9500396961184 1.3083440388842307 
gabler 	 3164.9500396961184 1.3083440388842307 
discussion 	 1479.6742305258547 1.0632172006262433 
famous 	 9798.175264038677 0.5489604724752957 
american 	 276.3531851533952 1.6389804668064316 
similar 	 2956.009929252533 0.8614656498650214 
thematic 	 2831.513676180689 1.20422993706831 
aesthetic 	 12077.736159710945 0.5489604724752957 
facets 	 13084.124619444992 0.5489604724752957 
day's 	 5965.9844718451295 1.0632172006262433 
neill 	 4583.848993808598 1.0632172006262433 
draws 	 10465.597626019478 0.5489604724752957 
similarities 	 2010.0263373291095 1.20422993706831 
earlier 	 7263.90736362055 0.5489604724752957 
oedipus 	 523.3649847777997 1.8087598525935007 
rex 	 3437.8867453564485 1.20422993706831 
sophocles 	 1328.3640054662792 1.6125190631946023 
miller 	 1111.6147714062386 1.5459601640150067 
comparison 	 202.79322145445073 1.8015820439341907 
based 	 1839.982576968125 0.8614656498650214 
absence 	 8791.786804304627 0.5489604724752957 
tragic 	 1111.6147714062386 1.5459601640150067 
hero 	 3408.7299624559764 1.0632172006262433 
contemporary 	 1251.5037807773006 1.3083440388842307 
morality 	 4395.893402152314 0.8614656498650214 
response 	 3256.11295431618 0.8614656498650214 
compact 	 15824.750198480591 0.5489604724752957 
majority 	 7439.899299189144 0.5489604724752957 
smug 	 17897.953415535387 0.5489604724752957 
elite 	 11678.343764370997 0.5489604724752957 
production 	 1315.8884440971735 1.3083440388842307 
berliner 	 17897.953415535387 0.5489604724752957 
ensemble 	 15824.750198480591 0.5489604724752957 
brecht's 	 17897.953415535387 0.5489604724752957 
effect 	 4717.456146968006 0.5489604724752957 
eleanor 	 12538.800843074274 0.5489604724752957 
aquitaine 	 15824.750198480591 0.5489604724752957 
kings 	 12538.800843074274 0.5489604724752957 
curtmantle 	 15824.750198480591 0.5489604724752957 
henry 	 3201.713515772067 1.0632172006262433 
historical 	 996.8692935896564 1.3083440388842307 
evaluation 	 6319.191191909885 0.5489604724752957 
designs 	 13751.546981425794 0.5489604724752957 
robert 	 3191.080969410301 0.8614656498650214 
jones 	 9423.812303463244 0.5489604724752957 
synthesis 	 5839.171882185498 0.8614656498650214 
actor 	 2435.334010021512 1.388366715111001 
author 	 2574.99068232796 1.0632172006262433 
design 	 5602.329687793012 0.5489604724752957 
setting 	 1735.0601329904034 1.20422993706831 
examples 	 2421.3024545401836 1.0632172006262433 
influence 	 1287.0694758262032 1.20422993706831 
sister 	 12538.800843074274 0.5489604724752957 
rose 	 11010.921402390197 0.5489604724752957 
character 	 423.16343943770727 1.7557437432870397 
laura 	 9091.136428848564 0.5489604724752957 
warren's 	 4583.848993808598 1.0632172006262433 
profession 	 2797.4648029882273 1.0632172006262433 
tanqueray 	 17897.953415535387 0.5489604724752957 
english 	 3324.1019347479705 0.8614656498650214 
century 	 1491.7255330654104 1.20422993706831 
iceman 	 5965.9844718451295 1.0632172006262433 
cometh 	 5965.9844718451295 1.0632172006262433 
indians 	 11326.054704722756 0.5489604724752957 
themes 	 699.3662007470568 1.6389804668064316 
short 	 2956.009929252533 0.8614656498650214 
eyes 	 8791.786804304627 0.5489604724752957 
plot 	 1308.1997032524348 1.5033002758473852 
acclaimed 	 15824.750198480591 0.5489604724752957 
critical 	 976.3544180910925 1.388366715111001 
reviews 	 6382.161938820602 0.5489604724752957 
albee's 	 8948.976707767693 0.8614656498650214 
examination 	 1525.0002174803817 1.0632172006262433 
acceptance 	 10004.532942656147 0.5489604724752957 
position 	 2170.474165756999 0.8614656498650214 
principle 	 4468.8590926677 0.8614656498650214 
series 	 6790.659364022802 0.5489604724752957 
illusions 	 4361.374873148331 1.0632172006262433 
human 	 512.2203897080944 1.5459601640150067 
adopt 	 11678.343764370997 0.5489604724752957 
lives 	 7263.90736362055 0.5489604724752957 
liveable 	 17897.953415535387 0.5489604724752957 
buyt 	 17897.953415535387 0.5489604724752957 
disagreement 	 13751.546981425794 0.5489604724752957 
condition 	 3548.8489694082555 0.8614656498650214 
reflect 	 9605.140547316201 0.5489604724752957 
successful 	 8152.986670313135 0.5489604724752957 
living 	 6579.442220485867 0.5489604724752957 
ghosts 	 14612.004060129071 0.5489604724752957 
looks 	 1297.6760366414385 1.20422993706831 
confronting 	 5505.460701195098 0.8614656498650214 
modern 	 1004.898944352343 1.3083440388842307 
woman 	 1654.0591646709197 1.3083440388842307 
ibsen 	 2087.42915144701 1.4517927709297036 
indicating 	 10004.532942656147 0.5489604724752957 
society 	 1135.1055581598816 1.20422993706831 
exclusively 	 10725.84865459546 0.5489604724752957 
ruled 	 10725.84865459546 0.5489604724752957 
dominated 	 10226.18988736793 0.5489604724752957 
laws 	 5912.019858505066 0.5489604724752957 
drafted 	 11678.343764370997 0.5489604724752957 
judged 	 13751.546981425794 0.5489604724752957 
ancient 	 1304.3952646743073 1.388366715111001 
foundation 	 7626.897686920313 0.5489604724752957 
moral 	 4020.052674658219 0.8614656498650214 
religious 	 7097.697938816511 0.5489604724752957 
value 	 2825.8844149645415 0.8614656498650214 
supermen 	 17897.953415535387 0.5489604724752957 
heroes 	 4361.374873148331 1.0632172006262433 
ideals 	 4802.570273658101 0.8614656498650214 
stereotypes 	 12077.736159710945 0.5489604724752957 
western 	 2638.7029346768254 0.8614656498650214 
frontiersman 	 17897.953415535387 0.5489604724752957 
james 	 3765.968665130702 0.8614656498650214 
bond 	 12538.800843074274 0.5489604724752957 
private 	 2876.5841854955233 0.8614656498650214 
eye 	 9091.136428848564 0.5489604724752957 
films 	 17897.953415535387 0.5489604724752957 
form 	 1536.6611691242836 1.0632172006262433 
meaning 	 1037.7010519457929 1.4517927709297036 
agamemnon 	 7912.375099240296 0.8614656498650214 
structure 	 5233.740860284984 0.5489604724752957 
aeschylus 	 7306.002030064536 0.8614656498650214 
sexual 	 8270.295823354598 0.5489604724752957 
motif 	 6542.062309722496 0.8614656498650214 
crucible 	 3579.590683107078 1.3083440388842307 
convention 	 4802.570273658101 0.8614656498650214 
analysis 	 108.23426923341911 1.8557306138471767 
playwright 	 4361.374873148331 1.0632172006262433 
particularly 	 1330.4294477342517 1.20422993706831 
macbeth 	 15824.750198480591 0.5489604724752957 
arthur 	 2831.513676180689 1.20422993706831 
tale 	 11678.343764370997 0.5489604724752957 
witchcraft 	 17897.953415535387 0.5489604724752957 
puritan 	 12538.800843074274 0.5489604724752957 
retribution 	 14612.004060129071 0.5489604724752957 
salem 	 15824.750198480591 0.5489604724752957 
centering 	 2234.42954633385 1.20422993706831 
proctor 	 17897.953415535387 0.5489604724752957 
abigail 	 17897.953415535387 0.5489604724752957 
relevance 	 10725.84865459546 0.5489604724752957 
times 	 1622.3457716356058 1.0632172006262433 
john 	 1276.4323877641204 1.3083440388842307 
steinbeck 	 6875.773490712897 0.8614656498650214 
mice 	 14612.004060129071 0.5489604724752957 
grapes 	 13751.546981425794 0.5489604724752957 
wrath 	 4583.848993808598 1.0632172006262433 
east 	 2956.009929252533 0.8614656498650214 
eden 	 14612.004060129071 0.5489604724752957 
look 	 798.5519585376345 1.388366715111001 
translation 	 12538.800843074274 0.5489604724752957 
novel 	 4468.8590926677 0.8614656498650214 
screen 	 11010.921402390197 0.5489604724752957 
commentaries 	 6875.773490712897 0.8614656498650214 
comparisons 	 4899.087632019338 0.8614656498650214 
major 	 500.82252952544263 1.5033002758473852 
streetcar 	 3164.9500396961184 1.3083440388842307 
classic 	 4899.087632019338 0.8614656498650214 
seminal 	 6269.400421537137 0.8614656498650214 
existential 	 6269.400421537137 0.8614656498650214 
terms 	 1341.674020533587 1.20422993706831 
repertoire 	 17897.953415535387 0.5489604724752957 
emphasis 	 2127.3873129402004 1.0632172006262433 
author's 	 2556.5474718419823 1.20422993706831 
memory 	 10725.84865459546 0.5489604724752957 
devices 	 9605.140547316201 0.5489604724752957 
williams' 	 5274.916732826864 1.0632172006262433 
william 	 3508.9666058968833 0.8614656498650214 
shakespeare's 	 2089.800140512379 1.388366715111001 
othello 	 4870.668020043024 1.0632172006262433 
contrast 	 1271.149614486719 1.388366715111001 
theatrical 	 6875.773490712897 0.8614656498650214 
fragility 	 13751.546981425794 0.5489604724752957 
love 	 1103.5674352834112 1.4517927709297036 
coupled 	 10725.84865459546 0.5489604724752957 
hunger 	 11678.343764370997 0.5489604724752957 
soul 	 10004.532942656147 0.5489604724752957 
staging 	 7306.002030064536 0.8614656498650214 
practices 	 6446.486998636503 0.5489604724752957 
various 	 730.8582353110596 1.3083440388842307 
including 	 656.5176257746875 1.20422993706831 
greece 	 4626.425743833979 0.8614656498650214 
medieval 	 4802.570273658101 0.8614656498650214 
biblical 	 13084.124619444992 0.5489604724752957 
evolution 	 6864.514968280603 0.5489604724752957 
proscenium 	 17897.953415535387 0.5489604724752957 
arch 	 14612.004060129071 0.5489604724752957 
renaissance 	 2401.2851368290503 1.20422993706831 
italy 	 3862.4860234919397 0.8614656498650214 
modes 	 11326.054704722756 0.5489604724752957 
comedy 	 1097.976014519177 1.6125190631946023 
types 	 2956.009929252533 0.8614656498650214 
elizabethan 	 3271.031154861248 1.20422993706831 
humors 	 7912.375099240296 0.8614656498650214 
romance 	 13084.124619444992 0.5489604724752957 
farce 	 15824.750198480591 0.5489604724752957 
satire 	 4025.9120532369816 1.0632172006262433 
period 	 1150.6336741982095 1.3083440388842307 
eccentricities 	 15824.750198480591 0.5489604724752957 
nightingale 	 14612.004060129071 0.5489604724752957 
summer 	 10226.18988736793 0.5489604724752957 
smoke 	 14612.004060129071 0.5489604724752957 
plots 	 15824.750198480591 0.5489604724752957 
minor 	 8937.7181853354 0.5489604724752957 
king 	 652.1976323371537 1.6389804668064316 
rodgers 	 8948.976707767693 0.8614656498650214 
hammerstein 	 5965.9844718451295 1.0632172006262433 
light 	 3011.4051510504955 0.8614656498650214 
indigenous 	 12077.736159710945 0.5489604724752957 
output 	 10226.18988736793 0.5489604724752957 
flee 	 17897.953415535387 0.5489604724752957 
fate 	 2093.119525203896 1.3083440388842307 
rush 	 13084.124619444992 0.5489604724752957 
sense 	 2393.216090204387 1.0632172006262433 
phaedra 	 5274.916732826864 1.0632172006262433 
oresteia 	 6875.773490712897 0.8614656498650214 
portrayed 	 5839.171882185498 0.8614656498650214 
libation 	 17897.953415535387 0.5489604724752957 
bearers 	 17897.953415535387 0.5489604724752957 
eumenides 	 7912.375099240296 0.8614656498650214 
euripedes 	 14612.004060129071 0.5489604724752957 
showboat 	 17897.953415535387 0.5489604724752957 
kern 	 17897.953415535387 0.5489604724752957 
memorable 	 7912.375099240296 0.8614656498650214 
musicals 	 15824.750198480591 0.5489604724752957 
noting 	 1478.0049646262664 1.20422993706831 
model 	 3128.7594519432514 0.8614656498650214 
genre 	 13084.124619444992 0.5489604724752957 
changes 	 2472.3649973694855 0.8614656498650214 
craft 	 12077.736159710945 0.5489604724752957 
late 	 6940.240531961614 0.5489604724752957 
victorian 	 11678.343764370997 0.5489604724752957 
pegeen 	 17897.953415535387 0.5489604724752957 
mike 	 13751.546981425794 0.5489604724752957 
synge's 	 17897.953415535387 0.5489604724752957 
playboy 	 17897.953415535387 0.5489604724752957 
world 	 663.2476443681485 1.3083440388842307 
saloon 	 17897.953415535387 0.5489604724752957 
keeper's 	 17897.953415535387 0.5489604724752957 
daughter 	 5362.92432729773 0.8614656498650214 
abbey 	 17897.953415535387 0.5489604724752957 
strindberg 	 4474.488353883847 1.20422993706831 
julie 	 2750.309396285159 1.3083440388842307 
fatal 	 6269.400421537137 0.8614656498650214 
flaw 	 7912.375099240296 0.8614656498650214 
real 	 5966.902132261642 0.5489604724752957 
pride 	 5505.460701195098 0.8614656498650214 
inevitability 	 17897.953415535387 0.5489604724752957 
gods' 	 17897.953415535387 0.5489604724752957 
joseph 	 9423.812303463244 0.5489604724752957 
andrews 	 13751.546981425794 0.5489604724752957 
fielding 	 15824.750198480591 0.5489604724752957 
culture 	 2929.0632542732774 0.8614656498650214 
shock 	 13751.546981425794 0.5489604724752957 
mature 	 13084.124619444992 0.5489604724752957 
fielding's 	 15824.750198480591 0.5489604724752957 
fit 	 9252.851487667958 0.5489604724752957 
barbara 	 3408.7299624559764 1.0632172006262433 
survey 	 7263.90736362055 0.5489604724752957 
typical 	 5002.266471328074 0.8614656498650214 
shavian 	 7306.002030064536 0.8614656498650214 
afn 	 289.39655543426653 1.7003670382469978 
terrary 	 15824.750198480591 0.5489604724752957 
perspectives 	 4626.425743833979 0.8614656498650214 
hamlet 	 2291.924496904299 1.388366715111001 
waiting 	 11326.054704722756 0.5489604724752957 
godot 	 14612.004060129071 0.5489604724752957 
samuel 	 3134.7002107685685 1.20422993706831 
beckett 	 4583.848993808598 1.0632172006262433 
road 	 7931.329725601352 0.5489604724752957 
barth 	 13751.546981425794 0.5489604724752957 
analyzes 	 965.7869777613051 1.3083440388842307 
activities 	 5366.696082134348 0.5489604724752957 
lighting 	 5839.171882185498 0.8614656498650214 
checkhov's 	 15824.750198480591 0.5489604724752957 
cherry 	 5274.916732826864 1.0632172006262433 
orchard 	 5965.9844718451295 1.0632172006262433 
singular 	 14612.004060129071 0.5489604724752957 
lincoln 	 11010.921402390197 0.5489604724752957 
center 	 4645.3803701950355 0.5489604724752957 
gassner 	 17897.953415535387 0.5489604724752957 
explores 	 7179.648270613161 0.5489604724752957 
gassner's 	 17897.953415535387 0.5489604724752957 
contributions 	 7179.648270613161 0.5489604724752957 
critic 	 6542.062309722496 0.8614656498650214 
historian 	 13084.124619444992 0.5489604724752957 
visionary 	 7912.375099240296 0.8614656498650214 
plurality 	 14612.004060129071 0.5489604724752957 
duality 	 17897.953415535387 0.5489604724752957 
dreyer's 	 8948.976707767693 0.8614656498650214 
comments 	 846.3827240379528 1.20422993706831 
jesus 	 3956.187549620148 1.20422993706831 
career 	 7179.648270613161 0.5489604724752957 
posthumous 	 17897.953415535387 0.5489604724752957 
publication 	 9605.140547316201 0.5489604724752957 
overlooked 	 12538.800843074274 0.5489604724752957 
christ 	 6038.868079855472 0.8614656498650214 
figure 	 4196.197204482341 0.8614656498650214 
tension 	 3892.7812547903327 1.0632172006262433 
masks 	 17897.953415535387 0.5489604724752957 
facial 	 15824.750198480591 0.5489604724752957 
coverings 	 17897.953415535387 0.5489604724752957 
moods 	 14612.004060129071 0.5489604724752957 
hellenic 	 7306.002030064536 0.8614656498650214 
mother 	 4395.893402152314 0.8614656498650214 
courage 	 13751.546981425794 0.5489604724752957 
respectful 	 17897.953415535387 0.5489604724752957 
prostitute 	 13751.546981425794 0.5489604724752957 
intentions 	 11010.921402390197 0.5489604724752957 
saint 	 15824.750198480591 0.5489604724752957 
joan 	 6875.773490712897 0.8614656498650214 
girl 	 12077.736159710945 0.5489604724752957 
treatment 	 4905.631398771017 0.5489604724752957 
function 	 2127.3873129402004 1.0632172006262433 
chorus 	 4870.668020043024 1.0632172006262433 
development 	 580.0818754684535 1.388366715111001 
sir 	 8392.394408964681 0.5489604724752957 
vanbrugh 	 17897.953415535387 0.5489604724752957 
brief 	 2902.5935367211237 0.8614656498650214 
biography 	 4135.147911677299 0.8614656498650214 
presentations 	 15824.750198480591 0.5489604724752957 
becket 	 17897.953415535387 0.5489604724752957 
anouilh 	 14612.004060129071 0.5489604724752957 
ideal 	 8791.786804304627 0.5489604724752957 
adding 	 8791.786804304627 0.5489604724752957 
machine 	 8937.7181853354 0.5489604724752957 
machinal 	 17897.953415535387 0.5489604724752957 
european 	 5651.768829929083 0.5489604724752957 
expressionism 	 17897.953415535387 0.5489604724752957 
kenneth 	 10725.84865459546 0.5489604724752957 
tynan 	 17897.953415535387 0.5489604724752957 
odyssey 	 6542.062309722496 0.8614656498650214 
britain 	 9091.136428848564 0.5489604724752957 
anton 	 7912.375099240296 0.8614656498650214 
chekhov's 	 15824.750198480591 0.5489604724752957 
mood 	 6038.868079855472 0.8614656498650214 
social 	 225.81274361472174 1.7308745121588172 
environment 	 5458.7341132066085 0.5489604724752957 
action 	 1204.5620604201981 1.3083440388842307 
language 	 2148.828999545501 1.0632172006262433 
relates 	 8937.7181853354 0.5489604724752957 
criticism 	 2979.2393951117997 1.0632172006262433 
eugene 	 4025.9120532369816 1.0632172006262433 
elms 	 5965.9844718451295 1.0632172006262433 
strife 	 13084.124619444992 0.5489604724752957 
brothers 	 12538.800843074274 0.5489604724752957 
oedipal 	 15824.750198480591 0.5489604724752957 
rivalry 	 6875.773490712897 0.8614656498650214 
longing 	 17897.953415535387 0.5489604724752957 
dead 	 10004.532942656147 0.5489604724752957 
raisin 	 8948.976707767693 0.8614656498650214 
sun 	 4711.906151731622 0.8614656498650214 
significance 	 3589.8241353065805 0.8614656498650214 
jean 	 5362.92432729773 0.8614656498650214 
genet 	 17897.953415535387 0.5489604724752957 
especially 	 5190.704146565754 0.5489604724752957 
solitude 	 15824.750198480591 0.5489604724752957 
appearance 	 5362.92432729773 0.8614656498650214 
reality 	 2574.99068232796 1.0632172006262433 
blacks 	 8937.7181853354 0.5489604724752957 
maids 	 17897.953415535387 0.5489604724752957 
balcony 	 5965.9844718451295 1.0632172006262433 
genet's 	 17897.953415535387 0.5489604724752957 
authenticity 	 6542.062309722496 0.8614656498650214 
individual 	 1256.1236804404289 1.20422993706831 
eliot's 	 13084.124619444992 0.5489604724752957 
elder 	 11678.343764370997 0.5489604724752957 
statesman 	 13084.124619444992 0.5489604724752957 
myth 	 9091.136428848564 0.5489604724752957 
ritual 	 14612.004060129071 0.5489604724752957 
representing 	 8040.105349316438 0.5489604724752957 
