term 	 tf-idf weight 	 BM25 ranking 
 nemzet 	 357.9051548763424 1.7531428541694851 
feltuntettuk 	 25742.893879516294 0.41650827676109486 
ben 	 1577.2183457333224 1.2242617652228773 
szerk 	 12253.997762589092 0.41650827676109486 
benedek 	 10508.331906833042 0.6894381960393715 
istvan 	 1510.355843231081 1.2960772417704345 
professzor 	 16290.433747815878 0.41650827676109486 
lemondotta 	 25742.893879516294 0.41650827676109486 
muk 	 5254.165953416521 1.0254010626526828 
tiszteletbeli 	 9017.3723214486 0.6894381960393715 
elnoksegerol 	 22760.97470874741 0.41650827676109486 
lovas 	 14389.66924751145 0.41650827676109486 
professzorral 	 25742.893879516294 0.41650827676109486 
alabbi 	 12855.253638687023 0.41650827676109486 
interju 	 21016.663813666084 0.41650827676109486 
keszult 	 15427.148415937703 0.41650827676109486 
tudomasunkra 	 25742.893879516294 0.41650827676109486 
jutott 	 12445.229245168819 0.41650827676109486 
hogy 	 140.0498432124818 1.8955568674949008 
lemondott 	 5279.0576031519695 0.882116151936913 
ujsagirok 	 7046.430957187293 0.6894381960393715 
kozossegenektiszteletbeli 	 25742.893879516294 0.41650827676109486 
elnoki 	 4605.072398813585 0.882116151936913 
rangjarol 	 25742.893879516294 0.41650827676109486 
valoban 	 5703.875038371283 0.6894381960393715 
igy 	 2415.859795415311 1.0254010626526828 
kellett 	 11256.787218914484 0.41650827676109486 
tennem 	 21016.663813666084 0.41650827676109486 
amikor 	 3221.146393887081 0.882116151936913 
marcius 	 3063.499440647273 1.0254010626526828 
alakulo 	 22760.97470874741 0.41650827676109486 
ulesenezt 	 25742.893879516294 0.41650827676109486 
megtisztelo 	 22760.97470874741 0.41650827676109486 
cimet 	 17371.588418280335 0.41650827676109486 
vallaltam 	 22760.97470874741 0.41650827676109486 
sajtotisztesseg 	 25742.893879516294 0.41650827676109486 
vedelme 	 5790.529472760112 0.882116151936913 
erdekebentettem 	 25742.893879516294 0.41650827676109486 
ugy 	 966.3439181661244 1.4490836899619592 
erzem 	 19779.055537978526 0.41650827676109486 
azota 	 14092.861914374585 0.41650827676109486 
eltelt 	 18034.7446428972 0.41650827676109486 
ido 	 12070.906301359431 0.41650827676109486 
alatt 	 4936.66723395907 0.6894381960393715 
nem 	 185.83536887810084 1.8637383160122123 
esett 	 14389.66924751145 0.41650827676109486 
folt 	 22760.97470874741 0.41650827676109486 
muktisztessegen 	 25742.893879516294 0.41650827676109486 
legfoljebb 	 21016.663813666084 0.41650827676109486 
vetheto 	 22760.97470874741 0.41650827676109486 
szemere 	 10508.331906833042 0.6894381960393715 
mukodese 	 18034.7446428972 0.41650827676109486 
talanrajta 	 25742.893879516294 0.41650827676109486 
kivul 	 11895.290080933293 0.41650827676109486 
allo 	 6035.453150679716 0.6894381960393715 
okok 	 8685.794209140167 0.6894381960393715 
miatt 	 3327.417225955518 0.882116151936913 
lanyha 	 25742.893879516294 0.41650827676109486 
volt 	 966.3439181661244 1.4490836899619592 
kozeljovoben 	 8145.216873907939 0.6894381960393715 
kuldottkozgyulesen 	 25742.893879516294 0.41650827676109486 
elnokseg 	 6011.5815476324 0.882116151936913 
ujraszervezeset 	 25742.893879516294 0.41650827676109486 
vagy 	 1073.715464629027 1.4060494901376535 
ujravalasztasat 	 21016.663813666084 0.41650827676109486 
tervezik 	 19779.055537978526 0.41650827676109486 
ennek 	 1627.851141425727 1.2242617652228773 
elokeszitese 	 22760.97470874741 0.41650827676109486 
tagsag 	 16797.136367209638 0.41650827676109486 
nagy 	 1085.234094283818 1.4060494901376535 
reszenek 	 18819.091980224795 0.41650827676109486 
megkerdezese 	 21016.663813666084 0.41650827676109486 
nelkultortent 	 25742.893879516294 0.41650827676109486 
eljaras 	 16797.136367209638 0.41650827676109486 
demokracia 	 2777.735685901425 1.0254010626526828 
alapszabalyavalosszeegyeztethetetlen 	 25742.893879516294 0.41650827676109486 
nevemet 	 25742.893879516294 0.41650827676109486 
hozza 	 12070.906301359431 0.41650827676109486 
adhatom 	 25742.893879516294 0.41650827676109486 
mdnp 	 837.6116123534199 1.5728724137232506 
mint 	 743.3414755124033 1.54745091471994 
kakukktojasez 	 25742.893879516294 0.41650827676109486 
partkepzodmeny 	 25742.893879516294 0.41650827676109486 
udvozlendo 	 25742.893879516294 0.41650827676109486 
lehetne 	 12645.358352430127 0.41650827676109486 
nemhazugsagra 	 25742.893879516294 0.41650827676109486 
epulne 	 25742.893879516294 0.41650827676109486 
szervezoi 	 22760.97470874741 0.41650827676109486 
friss 	 21016.663813666084 0.41650827676109486 
allomanya 	 25742.893879516294 0.41650827676109486 
merik 	 19779.055537978526 0.41650827676109486 
bevallani 	 12871.446939758147 0.6894381960393715 
bizony 	 15837.17280945591 0.41650827676109486 
oly 	 13308.514577046994 0.41650827676109486 
mertekig 	 25742.893879516294 0.41650827676109486 
liberalis 	 2851.9375191856416 1.0254010626526828 
eszmevel 	 25742.893879516294 0.41650827676109486 
atitatottak 	 25742.893879516294 0.41650827676109486 
akara 	 25742.893879516294 0.41650827676109486 
fideszben 	 22760.97470874741 0.41650827676109486 
akar 	 3402.908339773613 0.882116151936913 
szdsz 	 831.8543064888795 1.5188118761669467 
lehetnenek 	 22760.97470874741 0.41650827676109486 
akkor 	 1441.9997457676259 1.2960772417704345 
mondasjellemezne 	 25742.893879516294 0.41650827676109486 
helyzetet 	 13075.917391142266 0.41650827676109486 
zsak 	 25742.893879516294 0.41650827676109486 
foltjat 	 25742.893879516294 0.41650827676109486 
mai 	 10572.490902617568 0.41650827676109486 
partstrukturaban 	 25742.893879516294 0.41650827676109486 
azonban 	 3327.417225955518 0.882116151936913 
ujabb 	 5555.47137180285 0.6894381960393715 
marolyan 	 25742.893879516294 0.41650827676109486 
koncentraciot 	 25742.893879516294 0.41650827676109486 
jelentene 	 18034.7446428972 0.41650827676109486 
amit 	 4831.719590830622 0.6894381960393715 
egymillionyi 	 25742.893879516294 0.41650827676109486 
valaszto 	 18819.091980224795 0.41650827676109486 
viselel 	 25742.893879516294 0.41650827676109486 
szavazatokban 	 25742.893879516294 0.41650827676109486 
igaz 	 3703.6475812019 0.882116151936913 
parszazezer 	 22760.97470874741 0.41650827676109486 
tobblet 	 25742.893879516294 0.41650827676109486 
mindenkielott 	 25742.893879516294 0.41650827676109486 
vilagos 	 7713.574207968852 0.6894381960393715 
azok 	 3402.908339773613 0.882116151936913 
fakulo 	 25742.893879516294 0.41650827676109486 
vorosokbol 	 25742.893879516294 0.41650827676109486 
szavaztak 	 21016.663813666084 0.41650827676109486 
sertodottsegbol 	 25742.893879516294 0.41650827676109486 
hornek 	 18034.7446428972 0.41650827676109486 
ellen 	 1645.555744653023 1.2242617652228773 
szadeszra 	 25742.893879516294 0.41650827676109486 
ilyen 	 1682.333036728897 1.2242617652228773 
helyzetben 	 6907.608598220377 0.6894381960393715 
merte 	 21016.663813666084 0.41650827676109486 
magarol 	 19779.055537978526 0.41650827676109486 
azt 	 956.2210981802587 1.4490836899619592 
vak 	 18034.7446428972 0.41650827676109486 
latja 	 4084.6659208630304 0.882116151936913 
jobboldalon 	 11380.487354373705 0.6894381960393715 
kakukktojas 	 25742.893879516294 0.41650827676109486 
ovaribudapest 	 25742.893879516294 0.41650827676109486 
kereszteny 	 6777.205036693225 0.6894381960393715 
ertelimisegi 	 25742.893879516294 0.41650827676109486 
tarsasag 	 14389.66924751145 0.41650827676109486 
vilagforum 	 25742.893879516294 0.41650827676109486 
ket 	 751.3159114272586 1.54745091471994 
iii 	 11895.290080933293 0.41650827676109486 
pentek 	 22760.97470874741 0.41650827676109486 
kor 	 7713.574207968852 0.6894381960393715 
bakos 	 21016.663813666084 0.41650827676109486 
magyarok 	 11256.787218914484 0.41650827676109486 
vilagszovetsegefotitkara 	 25742.893879516294 0.41650827676109486 
lesz 	 2415.859795415311 1.0254010626526828 
vendege 	 25742.893879516294 0.41650827676109486 
eloadasanak 	 22760.97470874741 0.41650827676109486 
cime 	 17371.588418280335 0.41650827676109486 
mvsz 	 22760.97470874741 0.41650827676109486 
ifjusag 	 15427.148415937703 0.41650827676109486 
millecentenarium 	 22760.97470874741 0.41650827676109486 
eveben 	 18034.7446428972 0.41650827676109486 
mindenki 	 12253.997762589092 0.41650827676109486 
aki 	 956.2210981802587 1.4490836899619592 
tud 	 11407.750076742566 0.41650827676109486 
eljonni 	 25742.893879516294 0.41650827676109486 
valamelyik 	 7918.586404727955 0.6894381960393715 
eloadasra 	 25742.893879516294 0.41650827676109486 
bekuldhet 	 25742.893879516294 0.41650827676109486 
kerdeseket 	 16290.433747815878 0.41650827676109486 
aket 	 21016.663813666084 0.41650827676109486 
hirekbe 	 25742.893879516294 0.41650827676109486 
amiket 	 19779.055537978526 0.41650827676109486 
felteszunk 	 25742.893879516294 0.41650827676109486 
eloadonak 	 25742.893879516294 0.41650827676109486 
akapott 	 25742.893879516294 0.41650827676109486 
valaszt 	 13554.41007338645 0.41650827676109486 
kozoljuk 	 19779.055537978526 0.41650827676109486 
kovetkezo 	 3703.6475812019 0.882116151936913 
hirekben 	 21016.663813666084 0.41650827676109486 
ezzel 	 2552.18125483021 1.0254010626526828 
isbekapcsolodhatnak 	 25742.893879516294 0.41650827676109486 
eletebe 	 21016.663813666084 0.41650827676109486 
nemzeti 	 1020.8725019320839 1.4490836899619592 
ertekrendu 	 25742.893879516294 0.41650827676109486 
kulturalis 	 4697.620638124861 0.882116151936913 
egyesulet 	 16290.433747815878 0.41650827676109486 
tagjaielsosorban 	 25742.893879516294 0.41650827676109486 
fiatalok 	 8145.216873907939 0.6894381960393715 
rendezvenyei 	 25742.893879516294 0.41650827676109486 
nyitottak 	 22760.97470874741 0.41650827676109486 
barkinek 	 19779.055537978526 0.41650827676109486 
tamogatjuk 	 22760.97470874741 0.41650827676109486 
akulonbozo 	 22760.97470874741 0.41650827676109486 
velemenyek 	 18034.7446428972 0.41650827676109486 
szabad 	 1974.6668935836278 1.1361279742966948 
ervenyesuleset 	 22760.97470874741 0.41650827676109486 
ertelmisegi 	 18034.7446428972 0.41650827676109486 
muhelyek 	 12871.446939758147 0.6894381960393715 
kialakulasates 	 25742.893879516294 0.41650827676109486 
szinvonalas 	 21016.663813666084 0.41650827676109486 
szorakozasat 	 25742.893879516294 0.41650827676109486 
hirek 	 3566.9727833624984 0.882116151936913 
elektronikus 	 15427.148415937703 0.41650827676109486 
levelezesi 	 25742.893879516294 0.41650827676109486 
ujsaga 	 25742.893879516294 0.41650827676109486 
elofizetes 	 19779.055537978526 0.41650827676109486 
lemondas 	 25742.893879516294 0.41650827676109486 
cikkek 	 21016.663813666084 0.41650827676109486 
kuldese 	 25742.893879516294 0.41650827676109486 
szolgasagbol 	 25742.893879516294 0.41650827676109486 
szabadsagba 	 25742.893879516294 0.41650827676109486 
forum 	 9982.251677866554 0.41650827676109486 
febr 	 25742.893879516294 0.41650827676109486 
oldal 	 15427.148415937703 0.41650827676109486 
gidai 	 3136.515330037466 1.2242617652228773 
erzsebet 	 3959.2932023639773 1.0254010626526828 
gazdasagi 	 1121.5553578192646 1.4060494901376535 
tulelesunk 	 19779.055537978526 0.41650827676109486 
eselyei 	 17371.588418280335 0.41650827676109486 
adossag 	 7526.412736064159 0.6894381960393715 
ara 	 13815.217196440753 0.41650827676109486 
cimu 	 4023.6354337864773 0.882116151936913 
konyve 	 18819.091980224795 0.41650827676109486 
puski 	 19779.055537978526 0.41650827676109486 
kiado 	 14389.66924751145 0.41650827676109486 
magyarsag 	 5782.101840982835 0.6894381960393715 
megmentesenek 	 25742.893879516294 0.41650827676109486 
felemelesenek 	 25742.893879516294 0.41650827676109486 
gazdasagpolitikaies 	 25742.893879516294 0.41650827676109486 
szocialis 	 12070.906301359431 0.41650827676109486 
programja 	 15837.17280945591 0.41650827676109486 
szerzo 	 14708.481743716762 0.41650827676109486 
gazdag 	 19779.055537978526 0.41650827676109486 
tenyanyaggal 	 25742.893879516294 0.41650827676109486 
cafolhatatlanul 	 25742.893879516294 0.41650827676109486 
bizonyitja 	 4697.620638124861 0.882116151936913 
aneoliberalis 	 25742.893879516294 0.41650827676109486 
monetaris 	 21016.663813666084 0.41650827676109486 
gazdasagpolitika 	 14389.66924751145 0.41650827676109486 
kovetese 	 25742.893879516294 0.41650827676109486 
nemzetkozi 	 3482.595506329612 0.882116151936913 
penzugyiintezetekhez 	 25742.893879516294 0.41650827676109486 
hatalmakhoz 	 25742.893879516294 0.41650827676109486 
valo 	 2495.5629194666385 1.0254010626526828 
szolgai 	 21016.663813666084 0.41650827676109486 
igazodas 	 25742.893879516294 0.41650827676109486 
magyarorszag 	 2018.7996440746763 1.1361279742966948 
pusztulasat 	 25742.893879516294 0.41650827676109486 
esgyarmati 	 25742.893879516294 0.41650827676109486 
sorba 	 21016.663813666084 0.41650827676109486 
sullyedeset 	 25742.893879516294 0.41650827676109486 
jelenti 	 2931.6406432369695 1.0254010626526828 
evek 	 6427.626819343512 0.6894381960393715 
vegere 	 14389.66924751145 0.41650827676109486 
vilag 	 3908.8541909826263 0.882116151936913 
egeszenbebizonyitotta 	 25742.893879516294 0.41650827676109486 
eletkeptelenseget 	 25742.893879516294 0.41650827676109486 
nalunk 	 12855.253638687023 0.41650827676109486 
megis 	 5863.281286473939 0.6894381960393715 
politikai 	 976.7106848554362 1.4490836899619592 
esmediahatalmat 	 25742.893879516294 0.41650827676109486 
birtoklo 	 22760.97470874741 0.41650827676109486 
bitorlo 	 22760.97470874741 0.41650827676109486 
szuk 	 15837.17280945591 0.41650827676109486 
reteg 	 5599.0454557365465 0.882116151936913 
leterdekei 	 25742.893879516294 0.41650827676109486 
ellenebenvalositja 	 25742.893879516294 0.41650827676109486 
meg 	 508.6020621926971 1.666533245652948 
szamara 	 2065.3190812556213 1.1361279742966948 
penzugyi 	 10833.29802567187 0.41650827676109486 
hatalmassagai 	 25742.893879516294 0.41650827676109486 
rendkivulihasznot 	 25742.893879516294 0.41650827676109486 
hozo 	 22760.97470874741 0.41650827676109486 
politikat 	 15052.825472128317 0.41650827676109486 
garazdalkodasuk 	 25742.893879516294 0.41650827676109486 
kovetkezmenyekent 	 19779.055537978526 0.41650827676109486 
novembereben 	 22760.97470874741 0.41650827676109486 
mar 	 860.3009158545394 1.486303174530606 
milliarddollar 	 22760.97470874741 0.41650827676109486 
kulso 	 13075.917391142266 0.41650827676109486 
adossagunk 	 22760.97470874741 0.41650827676109486 
ezredfordulora 	 25742.893879516294 0.41650827676109486 
elerheti 	 19779.055537978526 0.41650827676109486 
milliard 	 1805.5496709453116 1.2242617652228773 
dollart 	 13554.41007338645 0.41650827676109486 
allami 	 2643.122725654392 1.0254010626526828 
vagyont 	 8145.216873907939 0.6894381960393715 
eltunteto 	 25742.893879516294 0.41650827676109486 
eloprivatizalas 	 25742.893879516294 0.41650827676109486 
aprivatizalas 	 25742.893879516294 0.41650827676109486 
nyoman 	 15427.148415937703 0.41650827676109486 
alakult 	 13815.217196440753 0.41650827676109486 
nomenklatura 	 19779.055537978526 0.41650827676109486 
melya 	 25742.893879516294 0.41650827676109486 
megkonstrualt 	 25742.893879516294 0.41650827676109486 
joghezagok 	 25742.893879516294 0.41650827676109486 
torvenyek 	 16797.136367209638 0.41650827676109486 
utjan 	 8685.794209140167 0.6894381960393715 
hatalmas 	 6777.205036693225 0.6894381960393715 
szerzett 	 9889.527768989263 0.6894381960393715 
olyan 	 1380.491311665892 1.2960772417704345 
poziciokat 	 25742.893879516294 0.41650827676109486 
amelyekben 	 18034.7446428972 0.41650827676109486 
vilagon 	 15837.17280945591 0.41650827676109486 
egyedulalloan 	 22760.97470874741 0.41650827676109486 
fizetesek25 	 25742.893879516294 0.41650827676109486 
szereset 	 25742.893879516294 0.41650827676109486 
erik 	 19779.055537978526 0.41650827676109486 
berek 	 16290.433747815878 0.41650827676109486 
hatarahoz 	 22760.97470874741 0.41650827676109486 
kepest 	 3854.734560655223 0.882116151936913 
forintos 	 6427.626819343512 0.6894381960393715 
minimalberrel 	 22760.97470874741 0.41650827676109486 
november 	 10326.595406278107 0.41650827676109486 
peldaul 	 11110.9427436057 0.41650827676109486 
bankelnok 	 25742.893879516294 0.41650827676109486 
millio 	 3656.626975273731 0.882116151936913 
kozotti 	 6126.998881294546 0.6894381960393715 
havi 	 6777.205036693225 0.6894381960393715 
jovedelme 	 22760.97470874741 0.41650827676109486 
szemben 	 2643.122725654392 1.0254010626526828 
ipart 	 19779.055537978526 0.41650827676109486 
mezogazdasagot 	 22760.97470874741 0.41650827676109486 
kereskedelmet 	 25742.893879516294 0.41650827676109486 
tonkretettek 	 22760.97470874741 0.41650827676109486 
mikozben 	 6126.998881294546 0.6894381960393715 
kulfoldi 	 3703.6475812019 0.882116151936913 
beruhazok 	 22760.97470874741 0.41650827676109486 
tulnyomotobbsege 	 25742.893879516294 0.41650827676109486 
egyszeruen 	 6537.958695571133 0.6894381960393715 
csak 	 966.3439181661244 1.4490836899619592 
piacot 	 19779.055537978526 0.41650827676109486 
vasarolt 	 25742.893879516294 0.41650827676109486 
magyarorszagon 	 2523.4995550933454 1.0254010626526828 
esze 	 19779.055537978526 0.41650827676109486 
agabansincs 	 25742.893879516294 0.41650827676109486 
fejleszteni 	 18819.091980224795 0.41650827676109486 
korszerusiteni 	 25742.893879516294 0.41650827676109486 
adossagcsapda 	 22760.97470874741 0.41650827676109486 
ordogi 	 21016.663813666084 0.41650827676109486 
mertelsorvasztja 	 25742.893879516294 0.41650827676109486 
termelest 	 25742.893879516294 0.41650827676109486 
oktatast 	 9889.527768989263 0.6894381960393715 
kutatast 	 10508.331906833042 0.6894381960393715 
kulturat 	 19779.055537978526 0.41650827676109486 
marregota 	 25742.893879516294 0.41650827676109486 
cel 	 4902.827247905587 0.882116151936913 
letezik 	 15427.148415937703 0.41650827676109486 
kolcsonok 	 22760.97470874741 0.41650827676109486 
felvetele 	 21016.663813666084 0.41650827676109486 
tovabbihitelkepesseg 	 25742.893879516294 0.41650827676109486 
megorzese 	 19779.055537978526 0.41650827676109486 
vagyis 	 10969.880925821193 0.41650827676109486 
adossagtorlesztes 	 25742.893879516294 0.41650827676109486 
erdekeben 	 3908.8541909826263 0.882116151936913 
akoltsegvetesi 	 19779.055537978526 0.41650827676109486 
egyensuly 	 7586.99156958247 0.882116151936913 
megorzesenek 	 22760.97470874741 0.41650827676109486 
gorcsos 	 25742.893879516294 0.41650827676109486 
igyekezete 	 25742.893879516294 0.41650827676109486 
termeleselsorvasztasa 	 25742.893879516294 0.41650827676109486 
aran 	 17371.588418280335 0.41650827676109486 
negyfele 	 25742.893879516294 0.41650827676109486 
gazdasagpolitikai 	 9017.3723214486 0.6894381960393715 
forgatokonyv 	 22760.97470874741 0.41650827676109486 
elemzesevelbizonyitja 	 25742.893879516294 0.41650827676109486 
maastrichti 	 21016.663813666084 0.41650827676109486 
szerzodes 	 8398.568183604819 0.6894381960393715 
nemzetek 	 17371.588418280335 0.41650827676109486 
feletti 	 19779.055537978526 0.41650827676109486 
konfoderalis 	 25742.893879516294 0.41650827676109486 
europaiunio 	 22760.97470874741 0.41650827676109486 
kiteljesedesenek 	 25742.893879516294 0.41650827676109486 
kezdetet 	 22760.97470874741 0.41650827676109486 
hanem 	 1410.476352559734 1.2960772417704345 
vegkifejletet 	 25742.893879516294 0.41650827676109486 
hiszen 	 1682.333036728897 1.2242617652228773 
megkotese 	 18034.7446428972 0.41650827676109486 
utan 	 1627.851141425727 1.2242617652228773 
kezdodott 	 14389.66924751145 0.41650827676109486 
ellenkezo 	 8145.216873907939 0.6894381960393715 
iranyufolyamat 	 25742.893879516294 0.41650827676109486 
dezintegracio 	 25742.893879516294 0.41650827676109486 
nagyon 	 10447.786518988836 0.41650827676109486 
valoszinu 	 9017.3723214486 0.6894381960393715 
europaban 	 14092.861914374585 0.41650827676109486 
regiok 	 11380.487354373705 0.6894381960393715 
alakulnakki 	 25742.893879516294 0.41650827676109486 
ezek 	 10326.595406278107 0.41650827676109486 
gazdasagilag 	 21016.663813666084 0.41650827676109486 
egymashoz 	 21016.663813666084 0.41650827676109486 
kapcsolodnak 	 25742.893879516294 0.41650827676109486 
akozep 	 22760.97470874741 0.41650827676109486 
europai 	 5350.459175043748 0.6894381960393715 
regiohoz 	 25742.893879516294 0.41650827676109486 
tartozunk 	 11380.487354373705 0.6894381960393715 
lengyelekkel 	 25742.893879516294 0.41650827676109486 
csehekkel 	 25742.893879516294 0.41650827676109486 
szlovakokkal 	 25742.893879516294 0.41650827676109486 
horvatokkal 	 25742.893879516294 0.41650827676109486 
szlovenekkel 	 25742.893879516294 0.41650827676109486 
romanokkal 	 25742.893879516294 0.41650827676109486 
egyutt 	 5703.875038371283 0.6894381960393715 
regio 	 22760.97470874741 0.41650827676109486 
nagynemetgazdasagi 	 25742.893879516294 0.41650827676109486 
terseghez 	 25742.893879516294 0.41650827676109486 
nemetorszag 	 15837.17280945591 0.41650827676109486 
benelux 	 25742.893879516294 0.41650827676109486 
allamok 	 14092.861914374585 0.41650827676109486 
svajc 	 21016.663813666084 0.41650827676109486 
ausztria 	 17371.588418280335 0.41650827676109486 
fogkozvetlenul 	 25742.893879516294 0.41650827676109486 
kotodni 	 25742.893879516294 0.41650827676109486 
szegenyebb 	 22760.97470874741 0.41650827676109486 
tersegnek 	 25742.893879516294 0.41650827676109486 
nemet 	 5863.281286473939 0.6894381960393715 
gazdasag 	 5416.649012835935 0.6894381960393715 
toke 	 8398.568183604819 0.6894381960393715 
amotorja 	 25742.893879516294 0.41650827676109486 
megmenteset 	 25742.893879516294 0.41650827676109486 
felemelkedeset 	 25742.893879516294 0.41650827676109486 
celzoprogramjaban 	 25742.893879516294 0.41650827676109486 
kovetkezoket 	 19779.055537978526 0.41650827676109486 
hangsulyozza 	 17371.588418280335 0.41650827676109486 
erdekekkel 	 25742.893879516294 0.41650827676109486 
torodokormanynak 	 25742.893879516294 0.41650827676109486 
kell 	 966.3439181661244 1.4490836899619592 
atvennie 	 25742.893879516294 0.41650827676109486 
gyarmati 	 22760.97470874741 0.41650827676109486 
sors 	 18034.7446428972 0.41650827676109486 
beteljesedese 	 25742.893879516294 0.41650827676109486 
elott 	 4883.553424277181 0.6894381960393715 
hatalmat 	 13815.217196440753 0.41650827676109486 
snagyon 	 25742.893879516294 0.41650827676109486 
lenyeges 	 15837.17280945591 0.41650827676109486 
kormany 	 1220.8883560692952 1.3557224862658142 
evig 	 4518.136691128817 0.882116151936913 
parlament 	 5484.940462910597 0.6894381960393715 
altal 	 1426.0359539809363 1.2960772417704345 
semkorlatozva 	 25742.893879516294 0.41650827676109486 
rendkivuli 	 15427.148415937703 0.41650827676109486 
felhatalmazast 	 22760.97470874741 0.41650827676109486 
elvezzen 	 25742.893879516294 0.41650827676109486 
rendteremtes 	 25742.893879516294 0.41650827676109486 
egyevesidoszakaban 	 25742.893879516294 0.41650827676109486 
leallitja 	 25742.893879516294 0.41650827676109486 
adossagtorelesztes 	 25742.893879516294 0.41650827676109486 
fizeteset 	 19779.055537978526 0.41650827676109486 
azonnalitargyalasokat 	 25742.893879516294 0.41650827676109486 
kezd 	 17371.588418280335 0.41650827676109486 
adossagelengedes 	 22760.97470874741 0.41650827676109486 
csokkentes 	 25742.893879516294 0.41650827676109486 
ugyeben 	 12855.253638687023 0.41650827676109486 
visszamenoen 	 25742.893879516294 0.41650827676109486 
vagyonleltart 	 25742.893879516294 0.41650827676109486 
keszit 	 19779.055537978526 0.41650827676109486 
amellyelrekonstrualja 	 25742.893879516294 0.41650827676109486 
vagyon 	 14708.481743716762 0.41650827676109486 
vesztesegeit 	 25742.893879516294 0.41650827676109486 
majd 	 4831.719590830622 0.6894381960393715 
pedig 	 3221.146393887081 0.882116151936913 
birosagi 	 18819.091980224795 0.41650827676109486 
utonvagyonelszamoltatast 	 25742.893879516294 0.41650827676109486 
hajt 	 22760.97470874741 0.41650827676109486 
vegre 	 13815.217196440753 0.41650827676109486 
forint 	 12070.906301359431 0.41650827676109486 
allamivagyon 	 25742.893879516294 0.41650827676109486 
olvadt 	 22760.97470874741 0.41650827676109486 
forrasokat 	 21016.663813666084 0.41650827676109486 
munkahelyekteremtesere 	 25742.893879516294 0.41650827676109486 
hasznalja 	 8685.794209140167 0.6894381960393715 
fel 	 3255.702282851454 0.882116151936913 
