term 	 tf-idf weight 	 BM25 ranking 
 shared 	 369.31762453659604 1.7730587661448118 
called 	 1520.6020754221502 1.1312439957039775 
waste 	 2475.296154274737 1.1312439957039775 
rubbish 	 5200.040627917168 1.1312439957039775 
genius 	 3116.2696358553844 1.1312439957039775 
perfect 	 3199.094182105343 1.1312439957039775 
human 	 669.6883430135418 1.4451048813264353 
assassin 	 5200.040627917168 1.1312439957039775 
controls 	 2688.3075703054014 1.1312439957039775 
minds 	 1900.7195410059678 1.4451048813264353 
short 	 1717.6680899501512 1.1312439957039775 
survive 	 1520.3283746256982 1.4451048813264353 
essential 	 2135.6333320257245 1.1312439957039775 
rape 	 2971.099636283093 1.1312439957039775 
poison 	 4245.346549064581 1.1312439957039775 
pollution 	 1520.3283746256982 1.4451048813264353 
supported 	 2641.323155021532 1.1312439957039775 
major 	 582.0324682816579 1.4451048813264353 
political 	 274.30960547324156 1.5923714009061354 
movement 	 724.0717286270574 1.4451048813264353 
greens 	 3995.3508281039835 1.1312439957039775 
conventional 	 2790.6610282907986 1.1312439957039775 
wisdom 	 3290.652470211994 1.1312439957039775 
destroying 	 3995.3508281039835 1.1312439957039775 
earth 	 300.35469201333774 1.8248247640862154 
individual 	 1459.808061922745 1.1312439957039775 
countries 	 515.387580555473 1.5923714009061354 
surrender 	 3643.0016491579886 1.1312439957039775 
control 	 174.94525537110408 1.8022737830062616 
produce 	 1277.1753147677568 1.4451048813264353 
cheaper 	 4245.346549064581 1.1312439957039775 
utilizing 	 3040.6567492513964 1.1312439957039775 
low 	 1717.6680899501512 1.1312439957039775 
wage 	 2596.7492821987503 1.1312439957039775 
workers 	 2085.9626703988088 1.1312439957039775 
environmentally 	 3995.3508281039835 1.1312439957039775 
socially 	 3801.4390820119356 1.1312439957039775 
destructive 	 3393.0059281973913 1.1312439957039775 
technology 	 1627.6912399505609 1.1312439957039775 
unemploy 	 5200.040627917168 1.1312439957039775 
ment 	 2737.9782319323167 1.1312439957039775 
rises 	 3509.0447083881013 1.1312439957039775 
compete 	 3801.4390820119356 1.1312439957039775 
spend 	 2906.6998084815086 1.1312439957039775 
time 	 118.37001060387745 1.8022737830062616 
factories 	 1821.5008245789943 1.4451048813264353 
offices 	 1019.4891275574696 1.4451048813264353 
producing 	 2971.099636283093 1.1312439957039775 
trinkets 	 2600.020313958584 1.4451048813264353 
spending 	 2906.6998084815086 1.1312439957039775 
lives 	 1055.221581241434 1.4451048813264353 
happened 	 3290.652470211994 1.1312439957039775 
living 	 955.7899180210998 1.4451048813264353 
vast 	 1453.3499042407543 1.4451048813264353 
majority 	 2161.5755570027973 1.1312439957039775 
rich 	 3040.6567492513964 1.1312439957039775 
poor 	 1952.0057296289217 1.1312439957039775 
enslaved 	 2600.020313958584 1.4451048813264353 
imprisonment 	 2906.6998084815086 1.1312439957039775 
refusal 	 2906.6998084815086 1.1312439957039775 
question 	 1702.0100086683237 1.1312439957039775 
liberation 	 3116.2696358553844 1.1312439957039775 
comes 	 2513.924735948792 1.1312439957039775 
mind 	 421.6572690422361 1.6778646004763031 
live 	 1107.9528736097882 1.4451048813264353 
society 	 439.72215760211174 1.5923714009061354 
consume 	 5200.040627917168 1.1312439957039775 
reality 	 748.1333677509185 1.5923714009061354 
able 	 1783.2841530797293 1.1312439957039775 
carry 	 2513.924735948792 1.1312439957039775 
detailed 	 1835.9669494382113 1.1312439957039775 
analysis 	 1069.1707518457376 1.1312439957039775 
fits 	 3801.4390820119356 1.1312439957039775 
past 	 1495.7718147682654 1.1312439957039775 
appear 	 2475.296154274737 1.1312439957039775 
occur 	 2513.924735948792 1.1312439957039775 
independently 	 1754.5223541940506 1.4451048813264353 
pulling 	 4245.346549064581 1.1312439957039775 
strings 	 2298.847864005288 1.4451048813264353 
increasingly 	 2475.296154274737 1.1312439957039775 
true 	 768.1183028583055 1.5923714009061354 
persuading 	 4245.346549064581 1.1312439957039775 
pressuring 	 4597.695728010576 1.1312439957039775 
population 	 900.2463181000547 1.4451048813264353 
fear 	 1122.2000516263777 1.4451048813264353 
act 	 317.19424569552274 1.7337136545532221 
preferably 	 4597.695728010576 1.1312439957039775 
currently 	 1835.9669494382113 1.1312439957039775 
multinational 	 1645.326235105997 1.4451048813264353 
corporations 	 2737.9782319323167 1.1312439957039775 
media 	 150.50080098540167 1.7337136545532221 
explains 	 519.34985643975 1.7337136545532221 
happens 	 3801.4390820119356 1.1312439957039775 
practice 	 2135.6333320257245 1.1312439957039775 
look 	 1392.0594823855654 1.1312439957039775 
dogmas 	 5200.040627917168 1.1312439957039775 
cultures 	 2641.323155021532 1.1312439957039775 
societies 	 2790.6610282907986 1.1312439957039775 
call 	 821.0276016730814 1.4451048813264353 
hassle 	 4597.695728010576 1.1312439957039775 
zone 	 1423.372501579674 1.4451048813264353 
culture 	 1702.0100086683237 1.1312439957039775 
dogma 	 4245.346549064581 1.1312439957039775 
religious 	 2062.1529618293375 1.1312439957039775 
conform 	 3995.3508281039835 1.1312439957039775 
comfort 	 3199.094182105343 1.1312439957039775 
laugh 	 5200.040627917168 1.1312439957039775 
condemn 	 4597.695728010576 1.1312439957039775 
expressing 	 2298.847864005288 1.4451048813264353 
uniqueness 	 2122.6732745322906 1.4451048813264353 
locked 	 3995.3508281039835 1.1312439957039775 
herd 	 1300.010156979292 1.6778646004763031 
mentality 	 1733.3468759723896 1.5923714009061354 
conforming 	 3995.3508281039835 1.1312439957039775 
told 	 2110.443162482868 1.1312439957039775 
step 	 2085.9626703988088 1.1312439957039775 
mindset 	 5200.040627917168 1.1312439957039775 
express 	 1485.5498181415464 1.4451048813264353 
unique 	 1080.7877785013986 1.4451048813264353 
aspect 	 2906.6998084815086 1.1312439957039775 
exists 	 1423.372501579674 1.4451048813264353 
refuse 	 2971.099636283093 1.1312439957039775 
frightened 	 4597.695728010576 1.1312439957039775 
immediately 	 2368.7547363765007 1.1312439957039775 
ridicule 	 3801.4390820119356 1.1312439957039775 
condemnation 	 1821.5008245789943 1.4451048813264353 
england 	 2273.8605516589228 1.1312439957039775 
talks 	 2402.837536106702 1.1312439957039775 
connects 	 4597.695728010576 1.1312439957039775 
links 	 2846.745003159348 1.1312439957039775 
ideas 	 1766.4098364699082 1.1312439957039775 
giving 	 2016.4055574305057 1.1312439957039775 
means 	 389.80766427405115 1.6778646004763031 
conditioned 	 4245.346549064581 1.1312439957039775 
discloses 	 4597.695728010576 1.1312439957039775 
names 	 2737.9782319323167 1.1312439957039775 
organizations 	 312.1585423946908 1.7730587661448118 
famous 	 1423.372501579674 1.4451048813264353 
controlling 	 848.2514820493478 1.6778646004763031 
hierarchy 	 3801.4390820119356 1.1312439957039775 
president 	 490.5437911864056 1.5923714009061354 
reflecting 	 2641.323155021532 1.1312439957039775 
collective 	 2596.7492821987503 1.1312439957039775 
results 	 1508.0982625762754 1.1312439957039775 
lack 	 1892.0509243067606 1.1312439957039775 
personal 	 621.3608045581492 1.4451048813264353 
responsibility 	 1572.4980903778599 1.1312439957039775 
integrity 	 3509.0447083881013 1.1312439957039775 
apparently 	 1599.5470910526715 1.4451048813264353 
politics 	 917.9834747191056 1.4451048813264353 
connected 	 2846.745003159348 1.1312439957039775 
proven 	 3199.094182105343 1.1312439957039775 
agenda 	 1558.1348179276922 1.4451048813264353 
government 	 341.7821133479895 1.5923714009061354 
central 	 1520.6020754221502 1.1312439957039775 
bank 	 1749.8569550403747 1.1312439957039775 
army 	 618.8240385686843 1.6778646004763031 
currency 	 1558.1348179276922 1.4451048813264353 
microchipped 	 5200.040627917168 1.1312439957039775 
apparent 	 2971.099636283093 1.1312439957039775 
opposites 	 1331.7836093679946 1.5923714009061354 
persuade 	 3643.0016491579886 1.1312439957039775 
prison 	 2475.296154274737 1.1312439957039775 
choice 	 2016.4055574305057 1.1312439957039775 
persons 	 2110.443162482868 1.1312439957039775 
presidents 	 1645.326235105997 1.4451048813264353 
bill 	 1952.0057296289217 1.1312439957039775 
clinton 	 2438.3118493448037 1.1312439957039775 
george 	 2368.7547363765007 1.1312439957039775 
bush 	 3290.652470211994 1.1312439957039775 
heavily 	 3199.094182105343 1.1312439957039775 
politicians 	 1485.5498181415464 1.4451048813264353 
cozy 	 5200.040627917168 1.1312439957039775 
unwritten 	 5200.040627917168 1.1312439957039775 
agreement 	 1800.4926362001095 1.1312439957039775 
projects 	 2335.9583913594065 1.1312439957039775 
myth 	 2641.323155021532 1.1312439957039775 
prime 	 1952.0057296289217 1.1312439957039775 
ministers 	 3199.094182105343 1.1312439957039775 
ranking 	 3643.0016491579886 1.1312439957039775 
top 	 405.85787880866036 1.4451048813264353 
decision 	 1546.162741666419 1.1312439957039775 
pyramid 	 4597.695728010576 1.1312439957039775 
walk 	 3509.0447083881013 1.1312439957039775 
stage 	 2971.099636283093 1.1312439957039775 
final 	 2062.1529618293375 1.1312439957039775 
arbiters 	 5200.040627917168 1.1312439957039775 
goes 	 2304.3549085749164 1.1312439957039775 
echelons 	 5200.040627917168 1.1312439957039775 
clintons 	 5200.040627917168 1.1312439957039775 
pull 	 3995.3508281039835 1.1312439957039775 
researched 	 3995.3508281039835 1.1312439957039775 
investigated 	 3643.0016491579886 1.1312439957039775 
invisible 	 3995.3508281039835 1.1312439957039775 
public 	 187.47136909083466 1.7337136545532221 
individuals 	 657.6488339837084 1.5923714009061354 
money 	 1642.055203346163 1.1312439957039775 
front 	 1055.221581241434 1.4451048813264353 
movements 	 1136.9302758294614 1.4451048813264353 
social 	 1115.3231900435587 1.1312439957039775 
changes 	 1436.633355208347 1.1312439957039775 
ineffective 	 3995.3508281039835 1.1312439957039775 
unable 	 2554.3506295355137 1.1312439957039775 
change 	 1392.0594823855654 1.1312439957039775 
expended 	 5200.040627917168 1.1312439957039775 
real 	 1733.613491452814 1.1312439957039775 
acts 	 1237.6480771373685 1.4451048813264353 
subversively 	 5200.040627917168 1.1312439957039775 
scenes 	 3995.3508281039835 1.1312439957039775 
perpetrate 	 5200.040627917168 1.1312439957039775 
profit 	 2402.837536106702 1.1312439957039775 
foundations 	 3040.6567492513964 1.1312439957039775 
operated 	 3643.0016491579886 1.1312439957039775 
infiltrated 	 5200.040627917168 1.1312439957039775 
agents 	 2641.323155021532 1.1312439957039775 
vehicles 	 2554.3506295355137 1.1312439957039775 
promote 	 2554.3506295355137 1.1312439957039775 
activists 	 3116.2696358553844 1.1312439957039775 
attack 	 2554.3506295355137 1.1312439957039775 
elements 	 1911.5798360421995 1.1312439957039775 
perceive 	 4245.346549064581 1.1312439957039775 
anger 	 3995.3508281039835 1.1312439957039775 
blame 	 4245.346549064581 1.1312439957039775 
violence 	 1055.221581241434 1.4451048813264353 
perspective 	 1911.5798360421995 1.1312439957039775 
transform 	 3393.0059281973913 1.1312439957039775 
negative 	 2304.3549085749164 1.1312439957039775 
consciousness 	 391.13974741890235 1.8022737830062616 
love 	 2244.4001032527553 1.1312439957039775 
compassion 	 4597.695728010576 1.1312439957039775 
move 	 2188.316128384206 1.1312439957039775 
solve 	 1645.326235105997 1.4451048813264353 
mass 	 983.6263285710211 1.1312439957039775 
technique 	 2335.9583913594065 1.1312439957039775 
reaction 	 1094.158064192103 1.4451048813264353 
covertly 	 4245.346549064581 1.1312439957039775 
created 	 537.8536157709947 1.5923714009061354 
cia 	 3116.2696358553844 1.1312439957039775 
kgb 	 2790.6610282907986 1.1312439957039775 
blamed 	 3290.652470211994 1.1312439957039775 
culprit 	 5200.040627917168 1.1312439957039775 
war 	 478.877785069449 1.5923714009061354 
run 	 1994.4043822921578 1.1312439957039775 
debt 	 2737.9782319323167 1.1312439957039775 
collapse 	 2906.6998084815086 1.1312439957039775 
stimulate 	 4597.695728010576 1.1312439957039775 
opinion 	 2335.9583913594065 1.1312439957039775 
relationship 	 1280.1037167540258 1.1312439957039775 
cries 	 4245.346549064581 1.1312439957039775 
openly 	 3509.0447083881013 1.1312439957039775 
offer 	 2110.443162482868 1.1312439957039775 
getting 	 2438.3118493448037 1.1312439957039775 
example 	 1533.2884321191316 1.1312439957039775 
scenario 	 3643.0016491579886 1.1312439957039775 
bosnia 	 1013.5522497504655 1.5923714009061354 
effective 	 606.0162629530114 1.5923714009061354 
peace 	 504.10138935762643 1.6778646004763031 
keeping 	 968.899936160503 1.5923714009061354 
operation 	 1031.0764809146688 1.4451048813264353 
rwanda 	 4597.695728010576 1.1312439957039775 
somalia 	 4245.346549064581 1.1312439957039775 
result 	 1559.2306570962046 1.1312439957039775 
continued 	 1994.4043822921578 1.1312439957039775 
designed 	 1642.055203346163 1.1312439957039775 
aided 	 4245.346549064581 1.1312439957039775 
negotiators 	 4597.695728010576 1.1312439957039775 
incidentally 	 5200.040627917168 1.1312439957039775 
creation 	 2016.4055574305057 1.1312439957039775 
horrific 	 5200.040627917168 1.1312439957039775 
pictures 	 2790.6610282907986 1.1312439957039775 
louder 	 5200.040627917168 1.1312439957039775 
outcry 	 5200.040627917168 1.1312439957039775 
understandable 	 4245.346549064581 1.1312439957039775 
view 	 1425.273716326317 1.1312439957039775 
forward 	 2554.3506295355137 1.1312439957039775 
formation 	 2335.9583913594065 1.1312439957039775 
effectively 	 2846.745003159348 1.1312439957039775 
force 	 955.7899180210998 1.4451048813264353 
largest 	 2188.316128384206 1.1312439957039775 
assembled 	 3995.3508281039835 1.1312439957039775 
exactly 	 2846.745003159348 1.1312439957039775 
conspirators 	 1900.7195410059678 1.4451048813264353 
operates 	 2906.6998084815086 1.1312439957039775 
levels 	 1994.4043822921578 1.1312439957039775 
conspiratorial 	 5200.040627917168 1.1312439957039775 
research 	 997.311650776334 1.1312439957039775 
level 	 1289.7060244001682 1.1312439957039775 
assess 	 3040.6567492513964 1.1312439957039775 
demonstrates 	 3040.6567492513964 1.1312439957039775 
physical 	 1642.055203346163 1.1312439957039775 
consequences 	 2135.6333320257245 1.1312439957039775 
sheep 	 4245.346549064581 1.1312439957039775 
divine 	 3199.094182105343 1.1312439957039775 
individuality 	 3801.4390820119356 1.1312439957039775 
ability 	 927.1311810155638 1.4451048813264353 
disappears 	 4597.695728010576 1.1312439957039775 
realize 	 3509.0447083881013 1.1312439957039775 
outside 	 2062.1529618293375 1.1312439957039775 
game 	 2790.6610282907986 1.1312439957039775 
gun 	 3199.094182105343 1.1312439957039775 
smoke 	 4245.346549064581 1.1312439957039775 
filled 	 3801.4390820119356 1.1312439957039775 
protest 	 2688.3075703054014 1.1312439957039775 
rally 	 4245.346549064581 1.1312439957039775 
celebrate 	 4597.695728010576 1.1312439957039775 
link 	 2368.7547363765007 1.1312439957039775 
respect 	 2062.1529618293375 1.1312439957039775 
suddenly 	 4597.695728010576 1.1312439957039775 
removed 	 3116.2696358553844 1.1312439957039775 
energy 	 1854.2623620311276 1.1312439957039775 
vehicle 	 2335.9583913594065 1.1312439957039775 
operate 	 2641.323155021532 1.1312439957039775 
extensively 	 3509.0447083881013 1.1312439957039775 
calls 	 2554.3506295355137 1.1312439957039775 
energies 	 4245.346549064581 1.1312439957039775 
travelled 	 4245.346549064581 1.1312439957039775 
peru 	 3643.0016491579886 1.1312439957039775 
canada 	 2273.8605516589228 1.1312439957039775 
africa 	 2368.7547363765007 1.1312439957039775 
europe 	 1783.2841530797293 1.1312439957039775 
especially 	 1508.0982625762754 1.1312439957039775 
doing 	 2161.5755570027973 1.1312439957039775 
planetary 	 3801.4390820119356 1.1312439957039775 
healing 	 990.3665454276977 1.5923714009061354 
custodians 	 5200.040627917168 1.1312439957039775 
mother 	 1277.1753147677568 1.4451048813264353 
access 	 1872.9512543681446 1.1312439957039775 
facilitators 	 4597.695728010576 1.1312439957039775 
balance 	 1094.158064192103 1.4451048813264353 
disturbances 	 4597.695728010576 1.1312439957039775 
grid 	 3801.4390820119356 1.1312439957039775 
known 	 528.6570761592046 1.5923714009061354 
ley 	 2600.020313958584 1.4451048813264353 
lines 	 1055.221581241434 1.4451048813264353 
spots 	 1997.6754140519918 1.4451048813264353 
acupuncture 	 3393.0059281973913 1.1312439957039775 
surface 	 2790.6610282907986 1.1312439957039775 
meridians 	 5200.040627917168 1.1312439957039775 
easily 	 2641.323155021532 1.1312439957039775 
disrupted 	 4245.346549064581 1.1312439957039775 
toxic 	 3199.094182105343 1.1312439957039775 
construction 	 2085.9626703988088 1.1312439957039775 
information 	 240.61007743286618 1.5923714009061354 
explained 	 2846.745003159348 1.1312439957039775 
intelligence 	 2737.9782319323167 1.1312439957039775 
agencies 	 1931.5577273794627 1.1312439957039775 
military 	 1572.4980903778599 1.1312439957039775 
choosing 	 3199.094182105343 1.1312439957039775 
know 	 2161.5755570027973 1.1312439957039775 
keep 	 2038.9782551149392 1.1312439957039775 
saying 	 2554.3506295355137 1.1312439957039775 
worst 	 1696.5029640986957 1.4451048813264353 
happen 	 1395.3305141453993 1.4451048813264353 
moves 	 2790.6610282907986 1.1312439957039775 
space 	 909.024394429517 1.4451048813264353 
absolute 	 3116.2696358553844 1.1312439957039775 
death 	 786.2490451889299 1.4451048813264353 
probably 	 2641.323155021532 1.1312439957039775 
infinite 	 4597.695728010576 1.1312439957039775 
realities 	 3393.0059281973913 1.1312439957039775 
immortal 	 5200.040627917168 1.1312439957039775 
individualized 	 4245.346549064581 1.1312439957039775 
units 	 2641.323155021532 1.1312439957039775 
vancouver 	 2906.6998084815086 1.1312439957039775 
victoria 	 3995.3508281039835 1.1312439957039775 
lecture 	 2298.847864005288 1.4451048813264353 
workshop 	 1599.5470910526715 1.4451048813264353 
exposes 	 3643.0016491579886 1.1312439957039775 
active 	 2688.3075703054014 1.1312439957039775 
methods 	 724.0717286270574 1.4451048813264353 
forces 	 1854.2623620311276 1.1312439957039775 
prevent 	 2188.316128384206 1.1312439957039775 
knowledge 	 946.0254621533803 1.4451048813264353 
nature 	 1471.6313735592166 1.1312439957039775 
phenomenal 	 5200.040627917168 1.1312439957039775 
create 	 1854.2623620311276 1.1312439957039775 
suppression 	 3995.3508281039835 1.1312439957039775 
allowed 	 2135.6333320257245 1.1312439957039775 
techniques 	 866.806745726407 1.4451048813264353 
breaking 	 3290.652470211994 1.1312439957039775 
tapping 	 4245.346549064581 1.1312439957039775 
potential 	 1783.2841530797293 1.1312439957039775 
meditation 	 3393.0059281973913 1.1312439957039775 
rituals 	 3801.4390820119356 1.1312439957039775 
participants 	 3116.2696358553844 1.1312439957039775 
encouraged 	 3643.0016491579886 1.1312439957039775 
dedicated 	 3393.0059281973913 1.1312439957039775 
speaking 	 2554.3506295355137 1.1312439957039775 
breakfast 	 3801.4390820119356 1.1312439957039775 
issue 	 1233.6220495316188 1.1312439957039775 
sept96 	 4597.695728010576 1.1312439957039775 
htm 	 285.0581186195113 1.4451048813264353 
vision's 	 1453.3499042407543 1.4451048813264353 
library 	 1136.9302758294614 1.4451048813264353 
http 	 190.64071433221434 1.4451048813264353 
www 	 188.94675507161125 1.4451048813264353 
com 	 209.72362147690032 1.4451048813264353 
village 	 2161.5755570027973 1.1312439957039775 
index 	 377.8935101432225 1.1312439957039775 
html 	 341.472941853234 1.1312439957039775 
page 	 426.57023365423186 1.1312439957039775 
