term 	 tf-idf weight 	 BM25 ranking 
 shared 	 204.72448297507842 1.8674986430004359 
knowledge 	 1223.6278704952813 1.3363099841747677 
included 	 1289.8219365341688 1.3363099841747677 
scientists 	 1921.4706508528172 1.3363099841747677 
postulated 	 3362.9721897462014 1.3363099841747677 
atomic 	 2269.370685977115 1.3363099841747677 
astronomers 	 3362.9721897462014 1.3363099841747677 
understood 	 1966.454652565345 1.3363099841747677 
solar 	 1966.454652565345 1.3363099841747677 
system 	 303.1038821319018 1.6021412764561234 
mathematicians 	 3362.9721897462014 1.3363099841747677 
concept 	 1131.6681343299088 1.3363099841747677 
zero 	 2068.9193674835474 1.3363099841747677 
negative 	 1490.2732550277365 1.3363099841747677 
decimal 	 3362.9721897462014 1.3363099841747677 
metaphysicians 	 3362.9721897462014 1.3363099841747677 
discovered 	 1879.8219705024258 1.3363099841747677 
aura 	 2745.5520835147236 1.3363099841747677 
astral 	 3362.9721897462014 1.3363099841747677 
travel 	 1708.1974834546616 1.3363099841747677 
chakras 	 840.7430474365503 1.779098767644505 
craft 	 2269.370685977115 1.3363099841747677 
art 	 318.06559071168806 1.6021412764561234 
called 	 327.8014447208471 1.7159238199036926 
tantrics 	 3362.9721897462014 1.3363099841747677 
refers 	 2356.0033680400343 1.3363099841747677 
expansion 	 1333.636322840147 1.3363099841747677 
weaving 	 2973.423474271512 1.3363099841747677 
energy 	 85.65637411322487 1.9314795586344313 
gift 	 2068.9193674835474 1.3363099841747677 
rejecting 	 2973.423474271512 1.3363099841747677 
empty 	 2583.874758796823 1.3363099841747677 
ritual 	 2745.5520835147236 1.3363099841747677 
rigid 	 2745.5520835147236 1.3363099841747677 
dogma 	 2745.5520835147236 1.3363099841747677 
able 	 1153.2861841551298 1.3363099841747677 
recapture 	 3362.9721897462014 1.3363099841747677 
true 	 745.1366275138682 1.6021412764561234 
essence 	 2194.326043322133 1.3363099841747677 
hinduism 	 1291.9373793984114 1.6021412764561234 
utilize 	 2068.9193674835474 1.3363099841747677 
triad 	 2973.423474271512 1.3363099841747677 
forces 	 299.797309396287 1.779098767644505 
seeker 	 991.1411580905041 1.7159238199036926 
creation 	 1304.0505446213397 1.3363099841747677 
transcendence 	 1486.711737135756 1.6021412764561234 
preservation 	 2128.1319772832458 1.3363099841747677 
symbolize 	 2973.423474271512 1.3363099841747677 
steps 	 1531.9219353781282 1.3363099841747677 
realizations 	 3362.9721897462014 1.3363099841747677 
stages 	 671.785015477839 1.7159238199036926 
initiation 	 2583.874758796823 1.3363099841747677 
practitioner 	 1134.6853429885575 1.6021412764561234 
brahma 	 1120.9907299154004 1.7159238199036926 
creator 	 2583.874758796823 1.3363099841747677 
creative 	 939.9109852512129 1.6021412764561234 
force 	 309.0644038710346 1.779098767644505 
symbolized 	 1486.711737135756 1.6021412764561234 
female 	 745.1366275138682 1.6021412764561234 
counterpart 	 469.95549262560644 1.779098767644505 
saraswati 	 1681.4860948731007 1.6021412764561234 
patroness 	 3362.9721897462014 1.3363099841747677 
arts 	 1708.1974834546616 1.3363099841747677 
birth 	 1625.8063309588276 1.3363099841747677 
artistic 	 2194.326043322133 1.3363099841747677 
expression 	 765.9609676890641 1.6021412764561234 
especially 	 975.3178637144613 1.3363099841747677 
sees 	 1804.777327847444 1.3363099841747677 
body 	 599.594618792574 1.6021412764561234 
senses 	 1486.711737135756 1.6021412764561234 
producing 	 640.4902169509392 1.7159238199036926 
redirected 	 1681.4860948731007 1.6021412764561234 
inwards 	 2973.423474271512 1.3363099841747677 
channelled 	 3362.9721897462014 1.3363099841747677 
feelings 	 1921.4706508528172 1.3363099841747677 
sensuality 	 2973.423474271512 1.3363099841747677 
bodies 	 1770.7062903866074 1.3363099841747677 
step 	 1349.0345463338672 1.3363099841747677 
vishnu 	 1120.9907299154004 1.7159238199036926 
sustainer 	 3362.9721897462014 1.3363099841747677 
deified 	 3362.9721897462014 1.3363099841747677 
preserver 	 3362.9721897462014 1.3363099841747677 
lakshmi 	 1681.4860948731007 1.6021412764561234 
maintains 	 1034.4596837417737 1.6021412764561234 
life 	 348.1601668030272 1.6021412764561234 
propagates 	 3362.9721897462014 1.3363099841747677 
laksmi 	 3362.9721897462014 1.3363099841747677 
embodiment 	 1681.4860948731007 1.6021412764561234 
material 	 1081.0032178191134 1.3363099841747677 
prosperity 	 2356.0033680400343 1.3363099841747677 
spiritual 	 1708.1974834546616 1.3363099841747677 
wealth 	 1841.0479767267589 1.3363099841747677 
teaches 	 1134.6853429885575 1.6021412764561234 
techniques 	 1121.163155577079 1.3363099841747677 
maintaining 	 1679.370652008858 1.3363099841747677 
heightened 	 2583.874758796823 1.3363099841747677 
sensual 	 2745.5520835147236 1.3363099841747677 
awareness 	 1879.8219705024258 1.3363099841747677 
secret 	 1553.9639761702722 1.3363099841747677 
rituals 	 2458.4680829582367 1.3363099841747677 
positions 	 1433.0713808255487 1.3363099841747677 
visualization 	 2973.423474271512 1.3363099841747677 
mantras 	 1681.4860948731007 1.6021412764561234 
yantras 	 1681.4860948731007 1.6021412764561234 
shiva 	 1120.9907299154004 1.7159238199036926 
transcendental 	 1486.711737135756 1.6021412764561234 
third 	 1142.373219903439 1.3363099841747677 
principle 	 1679.370652008858 1.3363099841747677 
transformation 	 812.9031654794138 1.6021412764561234 
lord 	 2194.326043322133 1.3363099841747677 
death 	 508.4832720324265 1.6021412764561234 
kali 	 1681.4860948731007 1.6021412764561234 
destroyer 	 3362.9721897462014 1.3363099841747677 
illusion 	 1134.6853429885575 1.6021412764561234 
universe 	 1007.6775232167585 1.6021412764561234 
constantly 	 2269.370685977115 1.3363099841747677 
chan 	 2583.874758796823 1.3363099841747677 
ging 	 3362.9721897462014 1.3363099841747677 
remains 	 1679.370652008858 1.3363099841747677 
static 	 2973.423474271512 1.3363099841747677 
limitation 	 2583.874758796823 1.3363099841747677 
ordinary 	 2356.0033680400343 1.3363099841747677 
existence 	 839.685326004429 1.6021412764561234 
revealed 	 1921.4706508528172 1.3363099841747677 
sexual 	 517.9879920567574 1.7159238199036926 
secrets 	 1966.454652565345 1.3363099841747677 
learning 	 1490.2732550277365 1.3363099841747677 
extend 	 1966.454652565345 1.3363099841747677 
mundane 	 3362.9721897462014 1.3363099841747677 
metaphysical 	 2583.874758796823 1.3363099841747677 
lover 	 2356.0033680400343 1.3363099841747677 
takes 	 1397.9349402020391 1.3363099841747677 
transforms 	 2745.5520835147236 1.3363099841747677 
wave 	 2015.355046433517 1.3363099841747677 
achieve 	 1470.5519332938027 1.3363099841747677 
liberation 	 1007.6775232167585 1.6021412764561234 
pure 	 2269.370685977115 1.3363099841747677 
undifferentiated 	 2745.5520835147236 1.3363099841747677 
consciousness 	 885.3531451933037 1.6021412764561234 
inner 	 306.8413294544598 1.8471033348021275 
channels 	 902.388663923722 1.6021412764561234 
literature 	 706.1802356298657 1.3363099841747677 
elaborately 	 3362.9721897462014 1.3363099841747677 
describes 	 1131.6681343299088 1.3363099841747677 
sadhanas 	 3362.9721897462014 1.3363099841747677 
practices 	 605.6378624596648 1.6021412764561234 
prescribed 	 2745.5520835147236 1.3363099841747677 
initiated 	 1879.8219705024258 1.3363099841747677 
experience 	 336.1287415757833 1.7159238199036926 
movement 	 468.27193496939725 1.6021412764561234 
universal 	 1921.4706508528172 1.3363099841747677 
enters 	 2973.423474271512 1.3363099841747677 
top 	 524.9531136719612 1.3363099841747677 
head 	 624.5888623632095 1.6021412764561234 
distributed 	 1770.7062903866074 1.3363099841747677 
series 	 637.9723441291901 1.6021412764561234 
nadis 	 3362.9721897462014 1.3363099841747677 
perception 	 1531.9219353781282 1.3363099841747677 
changing 	 1153.2861841551298 1.3363099841747677 
world 	 311.55564705357693 1.6021412764561234 
maya 	 2583.874758796823 1.3363099841747677 
directed 	 1679.370652008858 1.3363099841747677 
outwards 	 3362.9721897462014 1.3363099841747677 
sight 	 2583.874758796823 1.3363099841747677 
hearing 	 1625.8063309588276 1.3363099841747677 
smell 	 2973.423474271512 1.3363099841747677 
taste 	 2458.4680829582367 1.3363099841747677 
touch 	 1921.4706508528172 1.3363099841747677 
involve 	 2068.9193674835474 1.3363099841747677 
withdrawing 	 2745.5520835147236 1.3363099841747677 
outer 	 2745.5520835147236 1.3363099841747677 
illusions 	 1229.2340414791183 1.6021412764561234 
redirecting 	 2973.423474271512 1.3363099841747677 
upwards 	 1681.4860948731007 1.6021412764561234 
awakened 	 3362.9721897462014 1.3363099841747677 
kundalini 	 3362.9721897462014 1.3363099841747677 
channel 	 983.2273262826725 1.6021412764561234 
flute 	 3362.9721897462014 1.3363099841747677 
wheel 	 2583.874758796823 1.3363099841747677 
vortices 	 3362.9721897462014 1.3363099841747677 
intersect 	 3362.9721897462014 1.3363099841747677 
main 	 1008.3862247273498 1.3363099841747677 
traveller 	 2745.5520835147236 1.3363099841747677 
connections 	 2269.370685977115 1.3363099841747677 
realities 	 2194.326043322133 1.3363099841747677 
reaches 	 2458.4680829582367 1.3363099841747677 
crown 	 2356.0033680400343 1.3363099841747677 
ultimately 	 1708.1974834546616 1.3363099841747677 
transformed 	 2458.4680829582367 1.3363099841747677 
nectar 	 3362.9721897462014 1.3363099841747677 
immortality 	 2458.4680829582367 1.3363099841747677 
erotic 	 3362.9721897462014 1.3363099841747677 
ecstasy 	 2973.423474271512 1.3363099841747677 
samadhi 	 3362.9721897462014 1.3363099841747677 
objective 	 1738.5832618085565 1.3363099841747677 
cosmic 	 915.1840278382411 1.7159238199036926 
sounds 	 2068.9193674835474 1.3363099841747677 
mantra 	 840.7430474365503 1.779098767644505 
component 	 1738.5832618085565 1.3363099841747677 
primordial 	 3362.9721897462014 1.3363099841747677 
sound 	 372.5683137569341 1.779098767644505 
repeated 	 1966.454652565345 1.3363099841747677 
cumulative 	 2356.0033680400343 1.3363099841747677 
stream 	 2356.0033680400343 1.3363099841747677 
focused 	 939.9109852512129 1.6021412764561234 
bodily 	 2458.4680829582367 1.3363099841747677 
specific 	 606.2077642638036 1.3363099841747677 
purposes 	 1364.8665791891506 1.3363099841747677 
continuation 	 2458.4680829582367 1.3363099841747677 
resonates 	 3362.9721897462014 1.3363099841747677 
chanted 	 2973.423474271512 1.3363099841747677 
calls 	 1651.9505797456372 1.3363099841747677 
forth 	 1966.454652565345 1.3363099841747677 
hrim 	 3362.9721897462014 1.3363099841747677 
evokes 	 3362.9721897462014 1.3363099841747677 
resonance 	 3362.9721897462014 1.3363099841747677 
embracing 	 2583.874758796823 1.3363099841747677 
heart 	 1625.8063309588276 1.3363099841747677 
chakra 	 3362.9721897462014 1.3363099841747677 
klim 	 3362.9721897462014 1.3363099841747677 
focuses 	 1121.163155577079 1.3363099841747677 
union 	 1052.6610780808 1.3363099841747677 
yantra 	 1120.9907299154004 1.7159238199036926 
sacred 	 1486.711737135756 1.6021412764561234 
symbols 	 2194.326043322133 1.3363099841747677 
linked 	 1841.0479767267589 1.3363099841747677 
diagram 	 2973.423474271512 1.3363099841747677 
visualized 	 3362.9721897462014 1.3363099841747677 
meditated 	 3362.9721897462014 1.3363099841747677 
energies 	 1372.7760417573618 1.6021412764561234 
assist 	 1679.370652008858 1.3363099841747677 
border 	 1804.777327847444 1.3363099841747677 
typically 	 1770.7062903866074 1.3363099841747677 
gates 	 2356.0033680400343 1.3363099841747677 
entrance 	 2128.1319772832458 1.3363099841747677 
leading 	 866.2021835986433 1.3363099841747677 
succession 	 2269.370685977115 1.3363099841747677 
patterns 	 1333.636322840147 1.3363099841747677 
representing 	 1510.711871051768 1.3363099841747677 
atunement 	 3362.9721897462014 1.3363099841747677 
accompanying 	 2583.874758796823 1.3363099841747677 
deities 	 3362.9721897462014 1.3363099841747677 
projecting 	 2973.423474271512 1.3363099841747677 
central 	 983.4043341625412 1.3363099841747677 
symbol 	 1034.4596837417737 1.6021412764561234 
upward 	 2973.423474271512 1.3363099841747677 
phallic 	 3362.9721897462014 1.3363099841747677 
triangle 	 1486.711737135756 1.6021412764561234 
united 	 774.8665452208937 1.3363099841747677 
downward 	 2583.874758796823 1.3363099841747677 
pubic 	 3362.9721897462014 1.3363099841747677 
goddess 	 2973.423474271512 1.3363099841747677 
form 	 866.2021835986433 1.3363099841747677 
male 	 1708.1974834546616 1.3363099841747677 
symbolizing 	 2745.5520835147236 1.3363099841747677 
cultures 	 1708.1974834546616 1.3363099841747677 
connection 	 1651.9505797456372 1.3363099841747677 
god 	 1708.1974834546616 1.3363099841747677 
path 	 2068.9193674835474 1.3363099841747677 
begins 	 1804.777327847444 1.3363099841747677 
journey 	 2015.355046433517 1.3363099841747677 
initially 	 2269.370685977115 1.3363099841747677 
purification 	 2973.423474271512 1.3363099841747677 
subtle 	 2583.874758796823 1.3363099841747677 
ready 	 1600.824440394019 1.3363099841747677 
appear 	 1600.824440394019 1.3363099841747677 
half 	 1433.0713808255487 1.3363099841747677 
partner 	 1651.9505797456372 1.3363099841747677 
soulmate 	 3362.9721897462014 1.3363099841747677 
join 	 1470.5519332938027 1.3363099841747677 
energetically 	 3362.9721897462014 1.3363099841747677 
sustain 	 2973.423474271512 1.3363099841747677 
transform 	 2194.326043322133 1.3363099841747677 
liberating 	 3362.9721897462014 1.3363099841747677 
elixir 	 3362.9721897462014 1.3363099841747677 
eternal 	 2583.874758796823 1.3363099841747677 
bliss 	 3362.9721897462014 1.3363099841747677 
gifts 	 2458.4680829582367 1.3363099841747677 
sex 	 1625.8063309588276 1.3363099841747677 
meditation 	 2194.326043322133 1.3363099841747677 
tools 	 1770.7062903866074 1.3363099841747677 
signposts 	 2973.423474271512 1.3363099841747677 
couple 	 1921.4706508528172 1.3363099841747677 
offer 	 1364.8665791891506 1.3363099841747677 
discourses 	 2973.423474271512 1.3363099841747677 
topics 	 1679.370652008858 1.3363099841747677 
ranging 	 1804.777327847444 1.3363099841747677 
religion 	 716.2162166086691 1.3363099841747677 
health 	 900.2732210594796 1.3363099841747677 
practitioners 	 2269.370685977115 1.3363099841747677 
ayurveda 	 3362.9721897462014 1.3363099841747677 
kaya 	 1486.711737135756 1.6021412764561234 
kalpa 	 1681.4860948731007 1.6021412764561234 
vancouver 	 1879.8219705024258 1.3363099841747677 
workshop 	 2068.9193674835474 1.3363099841747677 
private 	 1081.0032178191134 1.3363099841747677 
sessions 	 2269.370685977115 1.3363099841747677 
call 	 530.9752728886901 1.6021412764561234 
clearmind 	 3362.9721897462014 1.3363099841747677 
institute 	 1153.2861841551298 1.3363099841747677 
information 	 466.82231363844915 1.3363099841747677 
speaking 	 1651.9505797456372 1.3363099841747677 
calendar 	 2356.0033680400343 1.3363099841747677 
details 	 1490.2732550277365 1.3363099841747677 
june96 	 1486.711737135756 1.6021412764561234 
issue 	 797.808506141277 1.3363099841747677 
htm 	 184.35289144322823 1.6021412764561234 
vision's 	 939.9109852512129 1.6021412764561234 
library 	 735.2759666469013 1.6021412764561234 
http 	 123.29123297434346 1.6021412764561234 
www 	 122.19571501754376 1.6021412764561234 
com 	 135.6325377100322 1.6021412764561234 
village 	 1397.9349402020391 1.3363099841747677 
index 	 244.39143003508752 1.3363099841747677 
html 	 220.83750669909952 1.3363099841747677 
