term 	 tf-idf weight 	 BM25 ranking 
 shared 	 405.95189293136536 1.7533239506323177 
supply 	 1956.2303018325392 1.1740861060945427 
daily 	 903.6049571651873 1.4795894841544308 
requirement 	 1069.8635670437789 1.4795894841544308 
omega 	 4211.468123701287 1.1740861060945427 
fatty 	 4211.468123701287 1.1740861060945427 
acids 	 4211.468123701287 1.1740861060945427 
improve 	 676.5864882189423 1.620109851403677 
balance 	 2004.4875007984213 1.1740861060945427 
essential 	 978.1151509162696 1.4795894841544308 
fats 	 2105.7340618506437 1.4795894841544308 
servings 	 1190.803319856751 1.7008782109410054 
serving 	 365.1760937891625 1.817366935770506 
calories 	 277.7655641176563 1.9043146402730442 
fat 	 217.63129382059125 1.9157715961689257 
carbohydrate 	 601.6383033858981 1.817366935770506 
protein 	 486.08973720589853 1.838350914561472 
percentage 	 434.600886558274 1.7901223088857248 
carrot 	 2105.7340618506437 1.4795894841544308 
shake 	 1829.8614839877853 1.4795894841544308 
drink 	 3482.10070112946 1.1740861060945427 
cocktail 	 4211.468123701287 1.1740861060945427 
provides 	 472.0926514639315 1.620109851403677 
riboflavin 	 4763.213279427004 1.1740861060945427 
thiamin 	 4763.213279427004 1.1740861060945427 
niacin 	 4763.213279427004 1.1740861060945427 
carrots 	 2105.7340618506437 1.4795894841544308 
apple 	 870.525175282365 1.7008782109410054 
frozen 	 870.525175282365 1.7008782109410054 
banana 	 1190.803319856751 1.7008782109410054 
run 	 1826.8652339523103 1.1740861060945427 
hot 	 951.4962140931668 1.620109851403677 
water 	 461.75455227695124 1.7008782109410054 
help 	 1370.1200973021166 1.1740861060945427 
skin 	 3659.7229679755706 1.1740861060945427 
chop 	 2105.7340618506437 1.4795894841544308 
blend 	 1829.8614839877853 1.4795894841544308 
combination 	 2556.232656524138 1.1740861060945427 
playing 	 3014.222515867373 1.1740861060945427 
amounts 	 2556.232656524138 1.1740861060945427 
ingredient 	 4763.213279427004 1.1740861060945427 
lime 	 4211.468123701287 1.1740861060945427 
hand 	 1933.1562224814304 1.1740861060945427 
red 	 1014.8797323284135 1.4795894841544308 
star 	 1360.75679544381 1.4795894841544308 
nutritional 	 1112.324247307157 1.620109851403677 
yeast 	 2381.606639713502 1.4795894841544308 
extra 	 1331.261822526629 1.4795894841544308 
vitamins 	 1296.2392992157293 1.620109851403677 
including 	 232.96022740071382 1.620109851403677 
b12 	 2105.7340618506437 1.4795894841544308 
percent 	 2200.988122831916 1.1740861060945427 
treat 	 3014.222515867373 1.1740861060945427 
adventurous 	 4211.468123701287 1.1740861060945427 
try 	 1100.494061415958 1.4795894841544308 
peaches 	 3888.7178976471882 1.1740861060945427 
yogurt 	 4763.213279427004 1.1740861060945427 
ingredients 	 731.9445935951142 1.7533239506323177 
choice 	 923.5091045539025 1.4795894841544308 
soy 	 526.4335154626609 1.838350914561472 
milk 	 388.4972265312318 1.838350914561472 
tofu 	 529.2459199363337 1.8550098392276173 
provide 	 1348.0075642728843 1.1740861060945427 
quality 	 1733.109937569829 1.1740861060945427 
host 	 3214.2688007789743 1.1740861060945427 
potent 	 3888.7178976471882 1.1740861060945427 
antioxidants 	 4763.213279427004 1.1740861060945427 
cup 	 182.98614839877854 1.9320449019913957 
berries 	 680.4590399181434 1.817366935770506 
pkg 	 1587.737759809001 1.620109851403677 
silken 	 2381.606639713502 1.4795894841544308 
optional 	 852.0775521747125 1.620109851403677 
blender 	 1052.8670309253218 1.7008782109410054 
mix 	 731.9445935951142 1.7533239506323177 
speed 	 1253.9877287791278 1.4795894841544308 
smooth 	 976.7851818012477 1.620109851403677 
boost 	 3107.977812249854 1.1740861060945427 
serves 	 1189.3051948390134 1.4795894841544308 
note 	 723.256145053968 1.620109851403677 
analysis 	 489.67774365316865 1.4795894841544308 
berry 	 1587.737759809001 1.620109851403677 
slushie 	 1587.737759809001 1.620109851403677 
cadillac 	 4763.213279427004 1.1740861060945427 
slushies 	 4763.213279427004 1.1740861060945427 
tastier 	 4763.213279427004 1.1740861060945427 
commercial 	 1826.8652339523103 1.1740861060945427 
tin 	 4211.468123701287 1.1740861060945427 
concentrate 	 1741.05035056473 1.4795894841544308 
tray 	 4763.213279427004 1.1740861060945427 
cubes 	 2381.606639713502 1.4795894841544308 
pour 	 1296.2392992157293 1.620109851403677 
full 	 1370.1200973021166 1.1740861060945427 
immediately 	 2169.768435161904 1.1740861060945427 
depending 	 2302.7434865537844 1.1740861060945427 
citrus 	 4763.213279427004 1.1740861060945427 
sunshine 	 3888.7178976471882 1.1740861060945427 
muffins 	 2381.606639713502 1.4795894841544308 
oats 	 2105.7340618506437 1.4795894841544308 
peel 	 1403.822707900429 1.620109851403677 
lemons 	 4763.213279427004 1.1740861060945427 
oranges 	 1587.737759809001 1.620109851403677 
medium 	 1231.2386800708282 1.4795894841544308 
brown 	 1189.3051948390134 1.4795894841544308 
sugar 	 1829.8614839877853 1.4795894841544308 
cups 	 1944.3589488235941 1.4795894841544308 
unbleached 	 2381.606639713502 1.4795894841544308 
flour 	 1190.803319856751 1.7008782109410054 
tbsp 	 842.2936247402574 1.7533239506323177 
baking 	 4763.213279427004 1.1740861060945427 
powder 	 3659.7229679755706 1.1740861060945427 
alum 	 4763.213279427004 1.1740861060945427 
free 	 335.7627259587028 1.620109851403677 
sea 	 1910.73220441594 1.1740861060945427 
salt 	 3214.2688007789743 1.1740861060945427 
combine 	 2930.3555454037432 1.1740861060945427 
soak 	 4763.213279427004 1.1740861060945427 
minutes 	 521.5210638699289 1.7533239506323177 
bowl 	 4211.468123701287 1.1740861060945427 
beat 	 3659.7229679755706 1.1740861060945427 
creamy 	 4763.213279427004 1.1740861060945427 
oat 	 2105.7340618506437 1.4795894841544308 
mixture 	 1160.70023370982 1.620109851403677 
orange 	 1392.6137930978778 1.4795894841544308 
juices 	 2105.7340618506437 1.4795894841544308 
remaining 	 3014.222515867373 1.1740861060945427 
dry 	 3107.977812249854 1.1740861060945427 
lightly 	 4211.468123701287 1.1740861060945427 
greased 	 4763.213279427004 1.1740861060945427 
muffin 	 2381.606639713502 1.4795894841544308 
tins 	 4763.213279427004 1.1740861060945427 
carefully 	 2854.4886422795007 1.1740861060945427 
cut 	 1331.261822526629 1.4795894841544308 
thin 	 1607.1344003894872 1.4795894841544308 
round 	 1209.7199260052585 1.4795894841544308 
slices 	 4211.468123701287 1.1740861060945427 
slice 	 4211.468123701287 1.1740861060945427 
top 	 371.763948828186 1.4795894841544308 
bake 	 1587.737759809001 1.620109851403677 
degrees 	 1116.7412152350196 1.4795894841544308 
warm 	 3336.972741921472 1.1740861060945427 
store 	 1209.7199260052585 1.4795894841544308 
refrigerator 	 3888.7178976471882 1.1740861060945427 
nutrient 	 1829.8614839877853 1.4795894841544308 
content 	 549.7476557020664 1.620109851403677 
ground 	 2378.610389678027 1.1740861060945427 
seeds 	 1741.05035056473 1.4795894841544308 
wheat 	 1741.05035056473 1.4795894841544308 
increase 	 1665.324322130945 1.1740861060945427 
alternatively 	 3482.10070112946 1.1740861060945427 
replace 	 2662.523645053258 1.1740861060945427 
germ 	 4763.213279427004 1.1740861060945427 
cliff 	 4211.468123701287 1.1740861060945427 
kitchen 	 3888.7178976471882 1.1740861060945427 
raw 	 3336.972741921472 1.1740861060945427 
pie 	 793.8688799045005 1.7901223088857248 
simple 	 2082.8457987577704 1.1740861060945427 
torte 	 4763.213279427004 1.1740861060945427 
plenty 	 3888.7178976471882 1.1740861060945427 
low 	 524.4586879939854 1.620109851403677 
saturated 	 4763.213279427004 1.1740861060945427 
cholesterol 	 1829.8614839877853 1.4795894841544308 
basket 	 2381.606639713502 1.4795894841544308 
strawberries 	 4763.213279427004 1.1740861060945427 
stems 	 4763.213279427004 1.1740861060945427 
trimmed 	 4763.213279427004 1.1740861060945427 
raspberries 	 4763.213279427004 1.1740861060945427 
agar 	 1587.737759809001 1.620109851403677 
flakes 	 2381.606639713502 1.4795894841544308 
almond 	 1052.8670309253218 1.7008782109410054 
crust 	 793.8688799045005 1.7901223088857248 
trim 	 4763.213279427004 1.1740861060945427 
wash 	 3336.972741921472 1.1740861060945427 
paper 	 913.532881493627 1.1740861060945427 
towels 	 4763.213279427004 1.1740861060945427 
drain 	 3888.7178976471882 1.1740861060945427 
arrange 	 1829.8614839877853 1.4795894841544308 
pot 	 3659.7229679755706 1.1740861060945427 
bring 	 955.36610220797 1.4795894841544308 
boil 	 1944.3589488235941 1.4795894841544308 
minute 	 1392.6137930978778 1.4795894841544308 
simmer 	 4763.213279427004 1.1740861060945427 
stand 	 2233.482430470039 1.1740861060945427 
couple 	 1360.75679544381 1.4795894841544308 
pouring 	 3659.7229679755706 1.1740861060945427 
chill 	 2381.606639713502 1.4795894841544308 
set 	 393.7882606147042 1.620109851403677 
almonds 	 4763.213279427004 1.1740861060945427 
soaked 	 4763.213279427004 1.1740861060945427 
raisins 	 4211.468123701287 1.1740861060945427 
currants 	 2381.606639713502 1.4795894841544308 
tahini 	 4763.213279427004 1.1740861060945427 
vanilla 	 2381.606639713502 1.4795894841544308 
extract 	 4211.468123701287 1.1740861060945427 
pulse 	 4211.468123701287 1.1740861060945427 
food 	 571.8715759405612 1.620109851403677 
processor 	 1829.8614839877853 1.4795894841544308 
paste 	 4763.213279427004 1.1740861060945427 
forms 	 1440.4010125900763 1.1740861060945427 
scrape 	 4763.213279427004 1.1740861060945427 
times 	 1295.2730533820884 1.1740861060945427 
processing 	 2267.3598835474004 1.1740861060945427 
spread 	 1303.802659674822 1.4795894841544308 
dish 	 4763.213279427004 1.1740861060945427 
wet 	 3482.10070112946 1.1740861060945427 
fingers 	 3888.7178976471882 1.1740861060945427 
freeze 	 3659.7229679755706 1.1740861060945427 
hour 	 2419.439852010517 1.1740861060945427 
filling 	 1829.8614839877853 1.4795894841544308 
recipe 	 3888.7178976471882 1.1740861060945427 
omit 	 4763.213279427004 1.1740861060945427 
simply 	 2110.778489327541 1.1740861060945427 
parfait 	 4763.213279427004 1.1740861060945427 
glasses 	 4211.468123701287 1.1740861060945427 
cream 	 1403.822707900429 1.620109851403677 
firm 	 1084.884217580952 1.4795894841544308 
maple 	 3659.7229679755706 1.1740861060945427 
syrup 	 3888.7178976471882 1.1740861060945427 
rhubarb 	 1190.803319856751 1.7008782109410054 
compote 	 4763.213279427004 1.1740861060945427 
stewed 	 4763.213279427004 1.1740861060945427 
cold 	 1189.3051948390134 1.4795894841544308 
piece 	 2721.51359088762 1.1740861060945427 
cake 	 4211.468123701287 1.1740861060945427 
pancakes 	 4763.213279427004 1.1740861060945427 
oatmeal 	 4763.213279427004 1.1740861060945427 
dried 	 3888.7178976471882 1.1740861060945427 
fruits 	 4211.468123701287 1.1740861060945427 
excellent 	 2721.51359088762 1.1740861060945427 
helpful 	 2854.4886422795007 1.1740861060945427 
reducing 	 2607.605319349644 1.1740861060945427 
blood 	 2462.4773601416564 1.1740861060945427 
levels 	 1826.8652339523103 1.1740861060945427 
pieces 	 3107.977812249854 1.1740861060945427 
sweetener 	 3888.7178976471882 1.1740861060945427 
zest 	 4763.213279427004 1.1740861060945427 
peeled 	 4211.468123701287 1.1740861060945427 
sliced 	 4211.468123701287 1.1740861060945427 
sized 	 3659.7229679755706 1.1740861060945427 
saucepan 	 4763.213279427004 1.1740861060945427 
cover 	 1888.9226209622009 1.1740861060945427 
reduce 	 2004.4875007984213 1.1740861060945427 
heat 	 2721.51359088762 1.1740861060945427 
cook 	 2785.2275861957555 1.1740861060945427 
soft 	 3336.972741921472 1.1740861060945427 
sweeten 	 4763.213279427004 1.1740861060945427 
taste 	 3482.10070112946 1.1740861060945427 
dietitians 	 4763.213279427004 1.1740861060945427 
advertising 	 2378.610389678027 1.1740861060945427 
claims 	 1979.9932604996852 1.1740861060945427 
calcium 	 2105.7340618506437 1.4795894841544308 
plant 	 2339.773418999159 1.1740861060945427 
foods 	 1741.05035056473 1.4795894841544308 
poorly 	 3659.7229679755706 1.1740861060945427 
absorbed 	 4211.468123701287 1.1740861060945427 
spinach 	 2105.7340618506437 1.4795894841544308 
typically 	 2507.9754575582556 1.1740861060945427 
held 	 1504.1150078982114 1.1740861060945427 
example 	 1404.4851461068224 1.1740861060945427 
true 	 2110.778489327541 1.1740861060945427 
absorb 	 4211.468123701287 1.1740861060945427 
due 	 1531.1006430320538 1.1740861060945427 
oxalate 	 2381.606639713502 1.4795894841544308 
incorrect 	 4211.468123701287 1.1740861060945427 
assume 	 2930.3555454037432 1.1740861060945427 
automatically 	 2662.523645053258 1.1740861060945427 
applies 	 2462.4773601416564 1.1740861060945427 
vegetables 	 1944.3589488235941 1.4795894841544308 
broccoli 	 4211.468123701287 1.1740861060945427 
turnip 	 4763.213279427004 1.1740861060945427 
kale 	 4211.468123701287 1.1740861060945427 
brussels 	 3014.222515867373 1.1740861060945427 
sprouts 	 4211.468123701287 1.1740861060945427 
cauliflower 	 4763.213279427004 1.1740861060945427 
chinese 	 2378.610389678027 1.1740861060945427 
greens 	 3659.7229679755706 1.1740861060945427 
absorption 	 4763.213279427004 1.1740861060945427 
compared 	 1681.7372747443226 1.1740861060945427 
approximately 	 2200.988122831916 1.1740861060945427 
cow 	 4211.468123701287 1.1740861060945427 
nuts 	 3888.7178976471882 1.1740861060945427 
legumes 	 4763.213279427004 1.1740861060945427 
news 	 1452.742345072705 1.1740861060945427 
views 	 1416.2779543917945 1.1740861060945427 
benefit 	 786.6880319909783 1.4795894841544308 
knowing 	 2662.523645053258 1.1740861060945427 
membership 	 644.38540749381 1.620109851403677 
helps 	 2854.4886422795007 1.1740861060945427 
support 	 1105.49787871987 1.1740861060945427 
educational 	 1649.2429671061993 1.1740861060945427 
programs 	 1295.2730533820884 1.1740861060945427 
discounts 	 976.7851818012477 1.620109851403677 
various 	 972.5228273279896 1.1740861060945427 
businesses 	 2302.7434865537844 1.1740861060945427 
following 	 1172.5691122395908 1.1740861060945427 
stores 	 3107.977812249854 1.1740861060945427 
offer 	 1933.1562224814304 1.1740861060945427 
carry 	 2302.7434865537844 1.1740861060945427 
lots 	 3659.7229679755706 1.1740861060945427 
produce 	 779.9244729997196 1.620109851403677 
natural 	 1788.0282632734427 1.1740861060945427 
neighbours 	 4211.468123701287 1.1740861060945427 
broadway 	 1607.1344003894872 1.4795894841544308 
vancouver 	 887.5078816844192 1.620109851403677 
west 	 708.1389771958973 1.4795894841544308 
organic 	 1741.05035056473 1.4795894841544308 
wood 	 2854.4886422795007 1.1740861060945427 
ave 	 1160.70023370982 1.620109851403677 
ocean 	 2556.232656524138 1.1740861060945427 
park 	 2721.51359088762 1.1740861060945427 
health 	 1275.120078226594 1.1740861060945427 
south 	 708.1389771958973 1.4795894841544308 
surrey 	 1507.1112579336866 1.4795894841544308 
life 	 986.2473052498565 1.1740861060945427 
time 	 758.984693998625 1.1740861060945427 
organics 	 4763.213279427004 1.1740861060945427 
rock 	 2785.2275861957555 1.1740861060945427 
wheatgrass 	 2381.606639713502 1.4795894841544308 
healthy 	 3014.222515867373 1.1740861060945427 
green 	 2139.7271340875577 1.1740861060945427 
offers 	 1649.2429671061993 1.1740861060945427 
home 	 177.74760144012424 1.4795894841544308 
delivery 	 2662.523645053258 1.1740861060945427 
reached 	 2139.7271340875577 1.1740861060945427 
don 	 2419.439852010517 1.1740861060945427 
juicer 	 4763.213279427004 1.1740861060945427 
tooz 	 4763.213279427004 1.1740861060945427 
energy 	 1698.495788465797 1.1740861060945427 
bar 	 1531.1006430320538 1.1740861060945427 
receive 	 1807.2099143303747 1.1740861060945427 
discount 	 3482.10070112946 1.1740861060945427 
information 	 661.1931702067715 1.1740861060945427 
events 	 1465.2780372193436 1.1740861060945427 
resources 	 1490.9576835450478 1.1740861060945427 
call 	 1504.1150078982114 1.1740861060945427 
issue 	 1129.992119018606 1.1740861060945427 
july96 	 4211.468123701287 1.1740861060945427 
htm 	 261.11192453524853 1.4795894841544308 
vision's 	 1331.261822526629 1.4795894841544308 
library 	 1041.4228993788852 1.4795894841544308 
http 	 174.62601681063592 1.4795894841544308 
www 	 173.0743579252043 1.4795894841544308 
com 	 192.1058719167004 1.4795894841544308 
village 	 1979.9932604996852 1.1740861060945427 
index 	 346.1487158504086 1.1740861060945427 
html 	 312.7876429403616 1.1740861060945427 
page 	 390.73637052792697 1.1740861060945427 
