term 	 tf-idf weight 	 BM25 ranking 
 shared 	 198.89602794375944 1.8710276637039875 
grant 	 1333.4049000580048 1.4873688044234017 
maclean 	 2333.7351494680042 1.4873688044234017 
speaking 	 1146.3713987558692 1.4873688044234017 
moving 	 1185.4039475930924 1.4873688044234017 
friday 	 1574.830191336432 1.4873688044234017 
oct 	 1435.7269632003265 1.4873688044234017 
conducting 	 1706.054363618705 1.4873688044234017 
workshop 	 1435.7269632003265 1.4873688044234017 
entitled 	 1252.4255477944896 1.4873688044234017 
vancouver 	 1304.5027909180535 1.4873688044234017 
october 	 840.5650048372571 1.4873688044234017 
holiday 	 1522.7529482128682 1.4873688044234017 
inn 	 2063.4077490496256 1.4873688044234017 
howe 	 2333.7351494680042 1.4873688044234017 
street 	 832.1775848010815 1.4873688044234017 
pre 	 885.4420434533243 1.4873688044234017 
registration 	 717.8634816001633 1.7060068926886234 
required 	 808.0461773510273 1.4873688044234017 
contact 	 629.6504870058659 1.4873688044234017 
doris 	 2063.4077490496256 1.4873688044234017 
maranda 	 2333.7351494680042 1.4873688044234017 
sept96 	 2063.4077490496256 1.4873688044234017 
htm 	 127.93172182003383 1.7060068926886234 
vision's 	 652.2513954590268 1.7060068926886234 
library 	 510.24488788663973 1.7060068926886234 
http 	 85.55797306048746 1.7060068926886234 
www 	 84.79773817943428 1.7060068926886234 
com 	 94.12222367778035 1.7060068926886234 
village 	 970.0972004960769 1.4873688044234017 
index 	 169.59547635886855 1.4873688044234017 
html 	 153.25022706877013 1.4873688044234017 
top 	 364.2913066406848 1.4873688044234017 
page 	 191.44118656519035 1.4873688044234017 
